store_code,report_date,ro_count,labor_sales,parts_sales,labor_hours,cp_labor_sales,warranty_labor_sales,internal_labor_sales
CR2,2026-07-13,22,5773.00,5278.69,37.8,4558.22,718.79,495.99
CR2,2026-07-14,15,3971.33,2863.10,28.2,2389.82,838.80,742.71
CR2,2026-07-15,30,7629.67,7147.16,48.5,6041.19,1558.75,29.73
CR2,2026-07-16,35,8599.35,7190.64,60.3,5724.49,1375.06,1499.80
CR2,2026-07-17,24,7142.95,6326.40,47.5,5498.23,850.16,794.56
CR2,2026-07-18,15,3197.24,3238.95,21.0,2272.43,722.17,202.64
CR2,2026-07-19,5,1330.66,1255.51,9.1,922.22,248.32,160.12
CR2,2026-07-20,18,4885.57,4355.82,30.6,4131.12,656.09,98.36
CR2,2026-07-21,23,5803.94,4916.09,37.4,3689.85,2114.09,0.00
CR2,2026-07-22,33,8300.65,6971.99,57.5,4672.19,2757.11,871.35
CR2,2026-07-23,16,4251.48,3459.11,27.8,3434.51,524.88,292.09
CR2,2026-07-24,38,10617.48,9798.91,69.1,7778.64,2503.44,335.40
CR2,2026-07-25,23,6188.42,5751.58,41.9,4561.26,940.05,687.11
CR2,2026-07-26,2,509.38,191.71,4.2,296.84,0.00,212.54
CR2,2026-07-27,24,6291.17,5908.44,41.9,4954.75,477.88,858.54
CR2,2026-07-28,27,7341.07,5736.11,49.5,5152.12,1329.10,859.85
CR2,2026-07-29,27,7138.85,6109.94,44.7,6053.60,1057.04,28.21
CR2,2026-07-30,36,9166.59,7581.46,62.4,5118.99,3537.93,509.67
CR2,2026-07-31,25,6108.21,5249.98,40.0,4486.64,1245.62,375.95
CR2,2026-08-01,22,5578.91,4699.67,37.1,3949.84,1206.10,422.97
CR2,2026-08-02,6,1449.94,1575.04,8.9,1241.23,208.71,0.00
CR2,2026-08-03,27,7135.42,6528.65,45.7,5677.76,1051.85,405.81
CR2,2026-08-04,15,3901.24,3468.60,27.5,2391.43,967.02,542.79
CR2,2026-08-05,22,5392.12,4440.90,37.3,3741.58,1013.91,636.63
CR2,2026-08-06,27,6647.37,6218.14,44.9,4674.04,1181.25,792.08
CR2,2026-08-07,21,5714.46,4360.72,37.5,4350.48,900.45,463.53
CR2,2026-08-08,13,2982.41,1999.91,20.2,1640.95,1291.98,49.48
CR2,2026-08-09,2,575.33,586.26,3.6,434.74,140.59,0.00
CR2,2026-08-10,22,5987.76,5154.56,38.4,4576.14,1195.80,215.82
CR2,2026-08-11,34,8663.42,7034.21,57.5,4782.49,3880.93,0.00
CR2,2026-08-12,22,4172.18,3874.77,28.2,2820.81,842.15,509.22
CR2,2026-08-13,12,2846.79,2109.75,20.2,1829.57,570.89,446.33
CR2,2026-08-14,28,7682.67,6788.66,53.9,4750.25,1836.92,1095.50
CR2,2026-08-15,16,4138.34,3822.70,28.7,1787.03,2059.27,292.04
CR2,2026-08-16,6,864.70,823.45,6.0,718.74,0.00,145.96
CR2,2026-08-17,24,5505.41,4872.49,38.6,2911.87,1962.23,631.31
CR2,2026-08-18,22,6258.80,4642.23,42.9,4205.09,1118.98,934.73
CR2,2026-08-19,30,8315.11,6727.64,54.7,5712.34,2212.12,390.65
CR2,2026-08-20,24,7046.13,5785.36,46.1,4661.82,2172.14,212.17
CR2,2026-08-21,28,7496.14,6062.39,48.9,4954.11,2441.66,100.37
CR2,2026-08-22,14,2627.38,2355.64,17.7,1606.94,824.64,195.80
CR2,2026-08-23,3,611.11,317.38,3.6,611.11,0.00,0.00
CR2,2026-08-24,23,5190.01,4800.64,35.0,3636.56,1031.72,521.73
CR2,2026-08-25,28,7914.52,5632.52,53.0,5516.26,1863.26,535.00
CR2,2026-08-26,32,7296.13,5965.28,49.0,5239.21,1473.45,583.47
CR2,2026-08-27,26,7767.56,5734.19,53.5,4516.95,2591.13,659.48
CR2,2026-08-28,33,9532.44,8596.87,63.2,6767.44,1968.99,796.01
CR2,2026-08-29,17,4685.24,3576.71,31.3,3417.91,925.06,342.27
CR2,2026-08-30,7,2043.51,2111.41,13.8,1044.91,998.60,0.00
CR2,2026-08-31,13,4148.81,3971.65,27.0,3359.71,545.31,243.79
CR2,2026-09-01,26,7752.31,7246.56,51.4,5170.36,2091.41,490.54
CR2,2026-09-02,21,4740.25,4221.97,32.4,2659.53,1674.21,406.51
CR2,2026-09-03,8,1850.11,1608.73,12.3,1447.62,179.66,222.83
CR2,2026-09-04,8,2051.30,1620.70,13.8,1309.12,589.32,152.86
CR2,2026-09-05,6,987.95,891.98,6.9,645.76,148.80,193.39
CR3,2025-09-01,41,10207.49,8315.95,69.3,6616.84,2600.22,990.43
CR3,2025-09-02,47,12332.10,10475.23,82.2,10004.68,816.67,1510.75
CR3,2025-09-03,40,11279.09,7634.79,74.5,8261.49,2162.88,854.72
CR3,2025-09-04,55,15270.62,13004.44,99.2,11598.47,3010.04,662.11
CR3,2025-09-05,49,12038.54,9855.20,78.8,8980.69,2163.64,894.21
CR3,2025-09-06,39,10449.73,9566.10,67.9,7850.37,1858.70,740.66
CR3,2025-09-07,4,397.94,197.65,2.4,397.94,0.00,0.00
CR3,2025-09-08,49,12769.33,10253.88,87.7,7756.95,3643.08,1369.30
CR3,2025-09-09,43,11341.55,8506.33,74.9,7921.42,2663.54,756.59
CR3,2025-09-10,72,18777.71,14941.76,122.5,13961.16,3770.86,1045.69
CR3,2025-09-11,39,10733.27,9044.95,67.6,9514.89,909.02,309.36
CR3,2025-09-12,39,10622.15,9876.45,67.9,8082.76,2194.59,344.80
CR3,2025-09-13,30,7179.50,5534.92,50.3,4239.44,1934.58,1005.48
CR3,2025-09-14,13,2698.25,2502.79,17.9,1811.10,759.78,127.37
CR3,2025-09-15,41,9420.72,8085.24,62.0,6979.11,1648.29,793.32
CR3,2025-09-16,42,10634.77,9232.75,70.5,7198.33,2777.28,659.16
CR3,2025-09-17,60,15898.00,12645.69,103.3,11902.82,3276.97,718.21
CR3,2025-09-18,53,12695.95,9932.63,81.8,10404.11,1566.92,724.92
CR3,2025-09-19,47,12691.83,9362.33,85.3,9080.03,2287.74,1324.06
CR3,2025-09-20,36,7963.84,7165.42,52.0,6247.63,1216.84,499.37
CR3,2025-09-21,7,1610.09,1196.81,10.8,1211.97,201.48,196.64
CR3,2025-09-22,47,10890.61,7901.45,72.8,7593.51,2353.71,943.39
CR3,2025-09-23,46,10637.07,9705.31,70.1,7168.38,3019.03,449.66
CR3,2025-09-24,55,14272.57,12515.83,94.7,10550.36,2707.27,1014.94
CR3,2025-09-25,51,13491.91,10664.87,89.4,10722.15,1470.41,1299.35
CR3,2025-09-26,50,14101.41,11935.72,92.6,9691.54,3896.53,513.34
CR3,2025-09-27,38,11645.49,9722.81,75.0,8751.16,2404.76,489.57
CR3,2025-09-28,9,2218.97,1792.37,16.0,1291.38,544.43,383.16
CR3,2025-09-29,46,13025.93,11578.49,83.1,10216.32,2423.45,386.16
CR3,2025-09-30,49,13311.61,10961.86,88.0,10343.45,1638.69,1329.47
CR3,2025-10-01,61,13677.86,10655.52,92.9,9710.80,2225.42,1741.64
CR3,2025-10-02,45,11678.57,9010.79,80.9,8120.24,1939.02,1619.31
CR3,2025-10-03,49,11729.16,10897.37,75.7,9727.28,1230.97,770.91
CR3,2025-10-04,38,9680.92,7866.71,64.9,6537.92,2338.32,804.68
CR3,2025-10-05,12,3574.48,3425.02,24.9,2480.31,525.38,568.79
CR3,2025-10-06,51,13736.65,11483.85,90.3,9851.12,3126.71,758.82
CR3,2025-10-07,49,12513.45,11815.85,85.1,7640.00,3789.53,1083.92
CR3,2025-10-08,56,15516.69,12513.85,101.2,11039.78,4065.32,411.59
CR3,2025-10-09,49,12186.99,10187.89,83.0,8084.29,2847.13,1255.57
CR3,2025-10-10,49,12261.16,10595.39,83.1,7250.37,4212.20,798.59
CR3,2025-10-11,38,9779.60,8426.92,62.5,7462.57,1992.51,324.52
CR3,2025-10-12,8,1769.75,1727.40,11.5,1438.95,151.44,179.36
CR3,2025-10-13,52,11929.83,8542.70,79.5,8293.24,2668.00,968.59
CR3,2025-10-14,53,14523.26,13066.70,92.4,12066.74,1757.19,699.33
CR3,2025-10-15,63,17444.25,13877.12,113.8,13645.52,2715.00,1083.73
CR3,2025-10-16,52,13828.06,12157.05,89.0,10693.86,2464.65,669.55
CR3,2025-10-17,59,13268.71,11169.32,87.5,9026.16,3560.28,682.27
CR3,2025-10-18,23,5734.29,4830.30,38.3,3648.15,1785.60,300.54
CR3,2025-10-19,8,2009.47,1797.63,13.1,1741.93,0.00,267.54
CR3,2025-10-20,52,13764.67,10122.50,87.9,11039.27,2143.83,581.57
CR3,2025-10-21,55,13642.23,11281.66,88.3,10449.46,2679.65,513.12
CR3,2025-10-22,46,11561.09,10192.32,77.9,7611.16,2810.52,1139.41
CR3,2025-10-23,41,10029.91,8218.15,68.8,6071.23,2705.90,1252.78
CR3,2025-10-24,50,11529.95,9726.54,80.5,6711.67,3315.98,1502.30
CR3,2025-10-25,38,9449.62,8211.72,64.0,6236.47,2431.67,781.48
CR3,2025-10-26,5,786.45,799.58,5.9,570.53,0.00,215.92
CR3,2025-10-27,43,10899.44,9133.63,77.1,6972.25,2060.17,1867.02
CR3,2025-10-28,43,11787.72,10143.15,73.2,9565.67,2222.05,0.00
CR3,2025-10-29,55,12933.56,10394.01,84.1,9597.06,2467.91,868.59
CR3,2025-10-30,50,12782.98,10197.41,86.6,8650.67,2526.89,1605.42
CR3,2025-10-31,41,11352.77,7961.35,74.7,8782.66,1541.20,1028.91
CR3,2025-11-01,30,7977.88,6303.17,50.7,6589.25,1063.69,324.94
CR3,2025-11-02,12,3419.51,3107.27,22.0,2684.83,606.64,128.04
CR3,2025-11-03,33,8468.87,6809.52,56.5,5995.01,1748.43,725.43
CR3,2025-11-04,37,10165.12,8298.82,67.2,7477.00,2041.16,646.96
CR3,2025-11-05,60,16018.09,13022.92,105.7,12018.51,2905.97,1093.61
CR3,2025-11-06,42,10081.28,8322.53,70.7,6547.84,1878.23,1655.21
CR3,2025-11-07,43,11021.66,9415.79,74.9,6744.22,3317.40,960.04
CR3,2025-11-08,34,9199.47,7343.72,64.3,5820.08,2037.98,1341.41
CR3,2025-11-09,11,3017.31,2032.29,19.8,2374.60,545.40,97.31
CR3,2025-11-10,46,13538.91,11578.46,87.5,10902.98,1769.67,866.26
CR3,2025-11-11,44,10181.81,7930.82,66.5,6329.50,3629.56,222.75
CR3,2025-11-12,38,9067.02,7854.45,60.5,6842.86,1117.51,1106.65
CR3,2025-11-13,50,11194.64,8906.28,73.2,8456.79,2005.30,732.55
CR3,2025-11-14,49,12795.32,12139.85,85.1,9485.53,1958.64,1351.15
CR3,2025-11-15,36,8722.92,6910.78,61.1,4251.60,3754.19,717.13
CR3,2025-11-16,9,2375.23,1482.18,16.2,1378.18,765.95,231.10
CR3,2025-11-17,50,12449.11,9783.66,84.5,9237.80,1392.99,1818.32
CR3,2025-11-18,44,12870.54,11561.20,83.2,10016.60,2206.89,647.05
CR3,2025-11-19,57,14402.46,13227.61,96.4,9064.15,4357.76,980.55
CR3,2025-11-20,54,13065.14,10906.22,86.0,9174.84,3318.83,571.47
CR3,2025-11-21,49,11923.71,9373.82,78.9,8251.78,2938.20,733.73
CR3,2025-11-22,38,9710.06,8273.45,66.2,6341.83,2410.39,957.84
CR3,2025-11-23,8,1613.59,1430.88,9.7,1515.92,97.67,0.00
CR3,2025-11-24,43,11533.08,10086.00,72.8,9321.65,1981.92,229.51
CR3,2025-11-25,56,13786.48,12242.13,94.6,9329.02,2699.85,1757.61
CR3,2025-11-26,61,14888.10,11502.64,102.2,10408.17,2353.96,2125.97
CR3,2025-11-27,53,12932.18,10903.56,86.4,8754.63,3375.56,801.99
CR3,2025-11-28,47,13745.54,12258.72,90.6,9835.88,3003.34,906.32
CR3,2025-11-29,40,9625.63,7901.75,65.5,6497.15,1799.82,1328.66
CR3,2025-11-30,8,2046.18,1835.21,15.4,832.72,790.23,423.23
CR3,2025-12-01,42,10174.50,8710.91,66.6,6881.24,2970.29,322.97
CR3,2025-12-02,37,11111.84,8789.19,72.5,8719.71,1434.15,957.98
CR3,2025-12-03,53,13860.15,10852.14,91.1,10247.95,2706.46,905.74
CR3,2025-12-04,52,14437.27,11671.11,94.1,11134.84,2546.96,755.47
CR3,2025-12-05,47,13423.03,11427.76,87.8,10193.38,2278.81,950.84
CR3,2025-12-06,27,6552.55,5939.80,43.1,5146.97,905.64,499.94
CR3,2025-12-07,10,2486.88,2012.00,16.6,1581.20,708.99,196.69
CR3,2025-12-08,43,10562.55,8828.16,70.4,6806.43,3291.77,464.35
CR3,2025-12-09,55,13284.78,11048.10,88.2,9624.11,2580.36,1080.31
CR3,2025-12-10,57,13866.73,11783.30,95.1,9388.02,2502.02,1976.69
CR3,2025-12-11,50,12809.36,10277.48,82.7,10304.77,1791.32,713.27
CR3,2025-12-12,49,12200.86,10623.90,86.9,7354.61,2942.78,1903.47
CR3,2025-12-13,38,9833.66,8977.21,64.1,7789.47,1279.52,764.67
CR3,2025-12-14,8,2427.25,1607.47,16.4,1433.13,737.36,256.76
CR3,2025-12-15,53,14409.55,12604.79,93.5,11302.26,2241.31,865.98
CR3,2025-12-16,50,14896.80,12502.03,93.7,12124.91,2529.20,242.69
CR3,2025-12-17,49,11565.89,9501.76,79.6,6876.78,3379.52,1309.59
CR3,2025-12-18,52,13908.99,11449.76,91.2,10230.21,2719.49,959.29
CR3,2025-12-19,62,15712.59,12440.65,108.3,10123.51,3739.14,1849.94
CR3,2025-12-20,23,5528.59,5488.80,35.2,4759.01,572.32,197.26
CR3,2025-12-21,8,2229.25,1692.36,13.3,2229.25,0.00,0.00
CR3,2025-12-22,46,12975.23,10321.13,85.5,9494.49,2705.77,774.97
CR3,2025-12-23,41,10493.72,8614.75,74.3,6411.22,2199.95,1882.55
CR3,2025-12-24,65,16695.77,14136.36,112.2,10502.17,5249.57,944.03
CR3,2025-12-25,41,10058.13,8057.70,66.0,7852.44,1329.10,876.59
CR3,2025-12-26,45,11801.11,9910.91,80.1,7342.33,3322.76,1136.02
CR3,2025-12-27,33,8640.69,7445.20,55.5,6619.67,1814.84,206.18
CR3,2025-12-28,5,1524.05,1133.31,10.0,873.26,650.79,0.00
CR3,2025-12-29,50,12295.46,10825.54,82.7,7337.25,4345.32,612.89
CR3,2025-12-30,57,12323.94,10511.59,85.6,7484.65,3297.55,1541.74
CR3,2025-12-31,55,14089.20,13116.21,90.1,11021.54,2643.99,423.67
CR3,2026-01-01,60,17039.52,15621.84,109.2,13272.76,3120.02,646.74
CR3,2026-01-02,55,14415.53,10603.54,99.3,9791.54,2693.45,1930.54
CR3,2026-01-03,34,8237.58,7017.22,52.6,6855.33,942.86,439.39
CR3,2026-01-04,8,2448.18,1652.66,16.1,1924.49,412.19,111.50
CR3,2026-01-05,44,10314.59,8476.80,70.2,6734.65,2661.01,918.93
CR3,2026-01-06,44,9740.53,8601.26,62.8,7831.88,1178.43,730.22
CR3,2026-01-07,49,13721.17,11363.28,91.5,9689.07,2816.80,1215.30
CR3,2026-01-08,61,15481.91,13923.77,104.0,10571.85,3527.91,1382.15
CR3,2026-01-09,56,15085.12,12933.58,98.2,10029.69,4709.50,345.93
CR3,2026-01-10,42,11141.23,9981.76,73.8,7611.31,2533.17,996.75
CR3,2026-01-11,5,1143.17,856.56,7.9,920.99,0.00,222.18
CR3,2026-01-12,42,12462.16,9466.58,80.7,9909.55,2009.02,543.59
CR3,2026-01-13,51,14020.59,10617.57,92.6,9923.66,2924.33,1172.60
CR3,2026-01-14,49,11244.53,8100.92,75.4,8191.51,1913.14,1139.88
CR3,2026-01-15,42,9811.23,8836.23,65.0,6808.41,2108.06,894.76
CR3,2026-01-16,48,12962.12,11471.12,84.6,8779.57,3766.61,415.94
CR3,2026-01-17,43,11498.29,9086.58,77.3,7472.67,3239.56,786.06
CR3,2026-01-18,8,1878.36,1570.62,14.1,643.33,869.28,365.75
CR3,2026-01-19,44,10935.11,8645.71,71.9,7171.07,3346.70,417.34
CR3,2026-01-20,54,14971.64,11079.19,100.8,10772.80,2790.12,1408.72
CR3,2026-01-21,47,13657.53,12157.80,86.9,10472.02,2751.51,434.00
CR3,2026-01-22,42,9168.41,7086.15,62.3,5899.91,2370.86,897.64
CR3,2026-01-23,44,11572.21,10243.80,74.7,8886.44,2122.32,563.45
CR3,2026-01-24,22,4585.38,3267.42,32.6,2546.46,1381.12,657.80
CR3,2026-01-25,2,750.00,0.00,4.6,750.00,0.00,0.00
CR3,2026-01-26,40,10672.21,9534.79,70.6,8298.45,1278.57,1095.19
CR3,2026-01-27,42,10715.15,8129.14,74.0,6295.45,3149.82,1269.88
CR3,2026-01-28,37,9163.51,7046.35,60.1,6214.00,2626.63,322.88
CR3,2026-01-29,55,13514.13,11525.02,90.7,9960.98,1944.44,1608.71
CR3,2026-01-30,52,14325.90,12150.82,92.3,11083.10,2558.25,684.55
CR3,2026-01-31,37,10192.52,9040.18,69.8,6938.36,1902.45,1351.71
CR3,2026-02-01,5,1324.94,1048.52,8.3,1103.91,221.03,0.00
CR3,2026-02-02,44,11082.50,8397.34,74.4,7525.17,2781.27,776.06
CR3,2026-02-03,53,12642.83,10089.45,83.9,8600.46,3111.27,931.10
CR3,2026-02-04,50,12857.16,10934.86,85.9,9177.87,2484.13,1195.16
CR3,2026-02-05,46,10799.40,8689.79,72.1,7846.84,1914.86,1037.70
CR3,2026-02-06,47,13126.57,11690.42,87.8,9525.88,2370.84,1229.85
CR3,2026-02-07,40,11257.50,10691.43,71.3,9274.67,1621.77,361.06
CR3,2026-02-08,7,1394.75,743.20,8.6,1178.74,216.01,0.00
CR3,2026-02-09,46,11400.48,9659.33,74.5,8736.90,1736.67,926.91
CR3,2026-02-10,50,13154.41,11057.45,83.0,11078.18,1730.32,345.91
CR3,2026-02-11,43,10367.84,7911.07,68.6,7881.94,1443.60,1042.30
CR3,2026-02-12,53,13926.08,12137.37,92.1,9977.10,2959.02,989.96
CR3,2026-02-13,56,15508.53,13994.80,100.1,12109.54,2397.33,1001.66
CR3,2026-02-14,36,9437.15,7965.95,60.7,7152.34,1917.60,367.21
CR3,2026-02-15,4,1273.94,876.13,9.5,744.75,186.38,342.81
CR3,2026-02-16,37,9276.87,7212.71,63.0,6020.96,2396.79,859.12
CR3,2026-02-17,51,14740.34,12267.21,94.3,11442.83,2790.58,506.93
CR3,2026-02-18,47,12184.70,9822.72,78.4,8973.57,2939.90,271.23
CR3,2026-02-19,39,10035.47,9602.85,64.9,8247.44,1041.07,746.96
CR3,2026-02-20,50,15201.63,12198.33,96.3,12920.97,1671.97,608.69
CR3,2026-02-21,29,7332.55,6550.85,46.7,5760.24,1339.42,232.89
CR3,2026-02-22,5,1856.03,1454.28,13.4,776.90,835.37,243.76
CR3,2026-02-23,33,7916.11,6153.27,51.2,6113.09,1454.19,348.83
CR3,2026-02-24,44,10173.18,8414.34,69.2,6588.75,2550.57,1033.86
CR3,2026-02-25,40,10885.66,8909.31,71.3,8569.00,1537.10,779.56
CR3,2026-02-26,38,9140.19,7289.58,60.9,5877.52,2834.56,428.11
CR3,2026-02-27,48,11364.33,10610.60,72.9,8736.75,2186.77,440.81
CR3,2026-02-28,37,8486.09,6656.87,56.6,6193.93,1528.83,763.33
CR3,2026-03-01,7,2289.66,1175.41,17.1,925.89,923.50,440.27
CR3,2026-03-02,52,12125.06,11291.78,83.9,6995.40,3798.49,1331.17
CR3,2026-03-03,46,11703.39,10341.07,75.9,8752.42,2463.69,487.28
CR3,2026-03-04,55,13213.01,11471.31,88.5,9599.27,2148.37,1465.37
CR3,2026-03-05,46,10335.34,8699.48,71.4,6270.64,2895.40,1169.30
CR3,2026-03-06,49,11961.40,10065.83,83.4,7344.13,2826.75,1790.52
CR3,2026-03-07,30,8361.40,6509.04,58.0,4047.93,3704.49,608.98
CR3,2026-03-08,8,1974.69,1522.85,13.9,1154.14,541.24,279.31
CR3,2026-03-09,44,11629.15,9991.32,74.4,8797.74,2456.70,374.71
CR3,2026-03-10,48,12615.31,10668.35,81.9,9935.22,2048.92,631.17
CR3,2026-03-11,53,14232.83,10882.31,94.0,10794.03,2262.14,1176.66
CR3,2026-03-12,52,12610.11,10526.03,81.6,9641.18,2250.21,718.72
CR3,2026-03-13,50,12631.92,10002.35,87.1,8090.21,3272.76,1268.95
CR3,2026-03-14,29,7008.52,5826.50,48.8,4815.05,861.39,1332.08
CR3,2026-03-15,4,1319.40,1128.09,8.2,1083.82,235.58,0.00
CR3,2026-03-16,46,13184.13,10501.48,87.3,8669.68,3794.63,719.82
CR3,2026-03-17,35,10166.28,8402.08,70.0,5417.38,4115.40,633.50
CR3,2026-03-18,52,14652.10,12092.82,93.4,11919.53,1914.13,818.44
CR3,2026-03-19,44,9076.24,8142.71,60.9,5678.88,2848.33,549.03
CR3,2026-03-20,43,10683.81,8541.11,71.1,7177.81,2682.06,823.94
CR3,2026-03-21,25,5777.40,4497.74,38.4,4064.64,1278.80,433.96
CR3,2026-03-22,9,2923.52,2674.70,19.2,2180.99,548.10,194.43
CR3,2026-03-23,45,12074.46,11445.28,77.8,9009.84,2856.51,208.11
CR3,2026-03-24,50,11728.00,9638.04,78.6,8278.83,2363.86,1085.31
CR3,2026-03-25,62,17591.04,14647.41,117.6,11477.58,5079.56,1033.90
CR3,2026-03-26,59,16384.04,12770.83,106.6,11670.33,3951.73,761.98
CR3,2026-03-27,44,13051.67,11436.72,87.5,9602.57,2122.26,1326.84
CR3,2026-03-28,28,7422.97,6613.23,51.1,4161.87,2625.75,635.35
CR3,2026-03-29,12,1915.53,1549.42,15.1,1131.25,41.37,742.91
CR3,2026-03-30,38,9438.53,7361.11,63.2,6025.73,2864.85,547.95
CR3,2026-03-31,52,13121.32,10506.11,85.8,10534.27,1626.77,960.28
CR3,2026-04-01,41,9581.34,7226.41,61.7,7411.96,1744.77,424.61
CR3,2026-04-02,60,15707.17,12059.74,103.0,12624.01,1592.15,1491.01
CR3,2026-04-03,57,15117.71,11987.95,100.7,10819.35,3073.92,1224.44
CR3,2026-04-04,29,6727.62,6446.21,46.9,3674.93,2227.24,825.45
CR3,2026-04-05,10,2530.57,2317.95,17.3,1305.01,1087.94,137.62
CR3,2026-04-06,53,14948.37,12008.48,97.1,12156.04,1353.77,1438.56
CR3,2026-04-07,64,17093.96,16449.91,112.6,12341.86,3419.69,1332.41
CR3,2026-04-08,59,14896.28,13296.23,100.5,10408.50,3186.55,1301.23
CR3,2026-04-09,49,11728.98,9253.84,77.5,8652.21,1981.22,1095.55
CR3,2026-04-10,60,15877.67,12689.75,102.3,11708.34,3684.65,484.68
CR3,2026-04-11,42,11788.73,9855.82,77.9,8991.56,1637.59,1159.58
CR3,2026-04-12,6,1107.38,833.88,9.6,187.00,364.81,555.57
CR3,2026-04-13,45,10167.36,8265.09,68.0,6727.48,2455.20,984.68
CR3,2026-04-14,42,10116.58,8916.29,70.6,6227.78,2471.96,1416.84
CR3,2026-04-15,48,12729.22,10052.95,85.0,9727.50,1672.80,1328.92
CR3,2026-04-16,55,13084.72,8831.30,91.5,8575.67,2345.97,2163.08
CR3,2026-04-17,53,13410.08,11581.28,90.2,9497.07,2436.34,1476.67
CR3,2026-04-18,34,9308.63,6930.57,62.2,6469.74,2128.69,710.20
CR3,2026-04-19,8,1510.99,1329.27,10.5,815.05,561.07,134.87
CR3,2026-04-20,50,14068.54,11845.90,92.0,10517.14,2310.80,1240.60
CR3,2026-04-21,48,12034.45,9852.77,82.5,6912.88,4214.36,907.21
CR3,2026-04-22,68,18104.78,14489.37,118.4,12871.39,4601.42,631.97
CR3,2026-04-23,49,13232.81,12122.72,86.9,9595.50,2738.39,898.92
CR3,2026-04-24,42,10456.32,9130.81,71.2,6533.03,3080.52,842.77
CR3,2026-04-25,47,11933.01,9490.60,77.6,9048.43,2112.34,772.24
CR3,2026-04-26,11,3194.61,2672.79,19.9,2709.33,456.12,29.16
CR3,2026-04-27,51,14136.64,11454.80,95.0,10864.62,1466.42,1805.60
CR3,2026-04-28,51,14079.31,12657.56,90.7,11042.92,2599.96,436.43
CR3,2026-04-29,55,13347.31,11509.83,86.7,9635.58,3190.30,521.43
CR3,2026-04-30,48,13078.49,10483.26,90.6,7110.14,4762.33,1206.02
CR3,2026-05-01,44,12434.96,9751.33,81.7,9176.81,2460.06,798.09
CR3,2026-05-02,38,9201.09,7114.66,59.1,7376.09,1333.01,491.99
CR3,2026-05-03,12,3113.74,2148.07,20.1,2516.82,389.92,207.00
CR3,2026-05-04,50,13515.07,11678.88,91.1,9796.11,2238.25,1480.71
CR3,2026-05-05,52,14867.44,10736.18,96.3,11350.43,2621.90,895.11
CR3,2026-05-06,64,16269.61,13625.85,104.2,12032.27,3928.19,309.15
CR3,2026-05-07,55,13723.03,11782.95,91.7,9584.90,3050.27,1087.86
CR3,2026-05-08,43,11353.79,9497.00,72.0,9614.57,1081.61,657.61
CR3,2026-05-09,25,6417.81,6293.13,41.9,4974.75,1018.01,425.05
CR3,2026-05-10,10,2826.69,1882.04,19.7,1056.24,1770.45,0.00
CR3,2026-05-11,41,11491.65,10892.75,75.1,8889.98,1700.83,900.84
CR3,2026-05-12,49,12320.53,9137.59,84.5,7341.83,3900.47,1078.23
CR3,2026-05-13,59,14830.76,13539.35,99.0,11148.73,2138.73,1543.30
CR3,2026-05-14,59,14687.92,11777.03,96.6,11614.34,1840.57,1233.01
CR3,2026-05-15,57,14103.53,12208.16,95.8,9004.15,3556.08,1543.30
CR3,2026-05-16,41,11112.84,9089.52,74.1,7370.70,2921.38,820.76
CR3,2026-05-17,8,1619.45,1426.86,10.9,1192.91,260.72,165.82
CR3,2026-05-18,51,11849.01,11138.25,82.9,7625.67,2413.96,1809.38
CR3,2026-05-19,56,15405.89,12782.29,104.8,10297.43,3630.26,1478.20
CR3,2026-05-20,45,10868.61,10354.65,74.2,7932.06,1485.83,1450.72
CR3,2026-05-21,52,11976.00,9721.59,81.1,8529.10,2042.98,1403.92
CR3,2026-05-22,41,11006.57,9354.59,73.2,7047.94,3509.27,449.36
CR3,2026-05-23,39,9386.66,7889.89,66.2,5637.26,2271.54,1477.86
CR3,2026-05-24,5,1525.73,1092.94,10.1,954.98,570.75,0.00
CR3,2026-05-25,52,13330.70,9947.93,89.0,9576.51,2288.02,1466.17
CR3,2026-05-26,49,12739.11,10253.02,85.4,8902.88,2718.99,1117.24
CR3,2026-05-27,49,14821.76,11933.34,94.7,11535.31,2714.01,572.44
CR3,2026-05-28,54,11878.27,10806.40,81.0,7187.20,3569.24,1121.83
CR3,2026-05-29,48,12659.29,10064.02,81.8,9987.91,1922.17,749.21
CR3,2026-05-30,24,6091.10,5652.53,39.0,4853.79,798.43,438.88
CR3,2026-05-31,7,1420.76,1139.29,9.3,973.17,447.59,0.00
CR3,2026-06-01,37,9828.41,8505.25,65.4,7545.33,1414.60,868.48
CR3,2026-06-02,59,15568.92,13384.75,108.1,10417.89,2902.26,2248.77
CR3,2026-06-03,52,13794.23,11195.43,89.3,11143.90,1971.61,678.72
CR3,2026-06-04,48,12229.47,10258.40,79.3,9181.53,2531.70,516.24
CR3,2026-06-05,52,14132.25,11542.01,92.4,10801.52,2258.79,1071.94
CR3,2026-06-06,40,9104.68,7631.77,61.8,5853.97,2341.67,909.04
CR3,2026-06-07,6,1659.57,1406.93,10.7,1187.30,472.27,0.00
CR3,2026-06-08,41,11003.73,8041.54,71.4,8613.68,1793.06,596.99
CR3,2026-06-09,50,11662.77,9064.47,80.9,7108.09,3140.92,1413.76
CR3,2026-06-10,44,10947.59,9480.61,71.1,8254.52,2182.36,510.71
CR3,2026-06-11,52,15403.07,11677.34,100.7,12198.59,2141.60,1062.88
CR3,2026-06-12,42,10507.22,7694.40,68.4,8351.70,1313.71,841.81
