ro_number,store_code,open_date,close_date,advisor_id,technician_id,pay_type,ro_type,labor_hours,labor_sales,parts_sales
916025,CR2,2026-01-05,2026-01-05,1028,1035,I,internal_recon,2.8,256.50,200.98
916026,CR2,2026-01-05,2026-01-05,1029,1032,C,repair,0.3,51.03,36.28
916027,CR2,2026-01-05,2026-01-05,1028,1035,C,recall,1.6,280.61,209.05
916028,CR2,2026-01-05,2026-01-05,1029,1035,W,maintenance,2.4,315.30,276.27
916029,CR2,2026-01-05,2026-01-05,1029,1034,W,maintenance,1.5,192.51,166.71
916030,CR2,2026-01-05,2026-01-06,1028,1031,C,internal_recon,2.3,374.70,354.16
916031,CR2,2026-01-05,2026-01-05,1030,1033,W,maintenance,1.5,193.96,176.13
916032,CR2,2026-01-05,2026-01-05,1030,1032,W,maintenance,1.9,261.89,322.27
916033,CR2,2026-01-05,2026-01-05,1029,1033,C,recall,2.9,502.69,605.25
916034,CR2,2026-01-05,2026-01-05,1028,1031,C,maintenance,2.3,396.76,365.36
916035,CR2,2026-01-05,2026-01-05,1030,1032,I,internal_recon,1.5,141.35,156.44
916036,CR2,2026-01-05,2026-01-05,1029,1033,I,internal_recon,2.4,242.27,165.27
916037,CR2,2026-01-05,2026-01-05,1030,1035,C,repair,1.6,268.37,189.85
916038,CR2,2026-01-05,2026-01-06,1030,1034,C,maintenance,1.3,218.46,191.42
916039,CR2,2026-01-05,2026-01-05,1028,1035,C,repair,1.9,323.40,243.09
916040,CR2,2026-01-05,2026-01-05,1028,1031,W,maintenance,0.8,105.32,123.43
916041,CR2,2026-01-05,2026-01-07,1029,1034,C,repair,1.1,182.96,0.00
916042,CR2,2026-01-05,2026-01-07,1028,1034,C,maintenance,1.1,185.63,239.86
916043,CR2,2026-01-05,2026-01-05,1030,1032,C,maintenance,2.0,320.79,234.80
916044,CR2,2026-01-05,2026-01-05,1028,1032,C,maintenance,2.2,365.44,308.47
916045,CR2,2026-01-05,2026-01-05,1029,1035,W,repair,1.1,146.18,103.75
916046,CR2,2026-01-05,2026-01-05,1028,1035,C,repair,2.0,346.64,391.10
916047,CR2,2026-01-05,2026-01-05,1030,1032,C,maintenance,0.5,81.55,100.78
916048,CR2,2026-01-05,2026-01-05,1029,1031,C,maintenance,1.8,292.60,328.21
916049,CR2,2026-01-05,2026-01-05,1028,1035,C,internal_recon,2.5,419.84,422.76
916050,CR3,2026-01-05,2026-01-05,1051,1057,C,maintenance,0.5,83.54,0.00
916051,CR3,2026-01-05,2026-01-10,1052,1061,I,internal_recon,1.7,153.28,195.29
916052,CR3,2026-01-05,2026-01-05,1052,1062,C,repair,2.4,380.29,439.00
916053,CR3,2026-01-05,2026-01-05,1050,1055,I,internal_recon,1.5,137.06,138.19
916054,CR3,2026-01-05,2026-01-05,1052,1057,C,maintenance,1.4,237.05,222.24
916055,CR3,2026-01-05,2026-01-07,1053,1059,C,maintenance,2.1,353.00,230.56
916056,CR3,2026-01-05,2026-01-05,1051,1058,I,repair,0.7,68.62,64.49
916057,CR3,2026-01-05,2026-01-05,1052,1055,C,maintenance,1.2,203.08,230.34
916058,CR3,2026-01-05,2026-01-05,1050,1061,C,repair,1.3,228.03,226.17
916059,CR3,2026-01-05,2026-01-07,1051,1055,C,internal_recon,3.0,492.69,315.54
916060,CR3,2026-01-05,2026-01-05,1049,1062,I,internal_recon,1.8,178.52,0.00
916061,CR3,2026-01-05,2026-01-05,1053,1055,W,maintenance,2.5,321.97,362.57
916062,CR3,2026-01-05,2026-01-05,1050,1059,C,repair,0.9,149.93,194.04
916063,CR3,2026-01-05,2026-01-05,1052,1055,W,repair,2.5,321.74,0.00
916064,CR3,2026-01-05,2026-01-06,1050,1057,C,maintenance,1.2,208.11,226.90
916065,CR3,2026-01-05,2026-01-05,1051,1061,C,recall,0.6,101.15,86.46
916066,CR3,2026-01-05,2026-01-05,1053,1056,C,recall,1.1,180.68,202.79
916067,CR3,2026-01-05,2026-01-05,1050,1055,I,internal_recon,1.5,152.55,171.55
916068,CR3,2026-01-05,2026-01-05,1052,1058,C,maintenance,1.5,241.32,236.92
916069,CR3,2026-01-05,2026-01-05,1053,1054,W,repair,2.7,363.88,363.59
916070,CR3,2026-01-05,2026-01-05,1051,1060,W,maintenance,2.1,273.41,278.66
916071,CR3,2026-01-05,2026-01-05,1053,1054,C,repair,0.7,113.52,107.71
916072,CR3,2026-01-05,2026-01-05,1052,1056,W,repair,2.2,289.93,0.00
916073,CR3,2026-01-05,2026-01-06,1050,1054,C,maintenance,0.6,103.39,97.13
916074,CR3,2026-01-05,2026-01-05,1052,1055,W,internal_recon,2.0,274.85,0.00
916075,CR3,2026-01-05,2026-01-07,1051,1062,W,maintenance,1.3,173.57,127.43
916076,CR3,2026-01-05,2026-01-05,1051,1056,C,maintenance,2.0,351.92,211.41
916077,CR3,2026-01-05,2026-01-05,1049,1059,C,repair,1.9,305.48,231.32
916078,CR3,2026-01-05,2026-01-05,1051,1054,C,internal_recon,1.9,314.24,341.88
916079,CR3,2026-01-05,2026-01-07,1051,1061,C,repair,2.8,475.54,390.56
916080,CR3,2026-01-05,2026-01-06,1053,1060,C,maintenance,1.4,242.63,313.70
916081,CR3,2026-01-05,2026-01-05,1053,1060,W,maintenance,1.2,166.91,186.22
916082,CR3,2026-01-05,2026-01-05,1051,1057,I,internal_recon,1.9,168.82,213.05
916083,CR3,2026-01-05,2026-01-05,1050,1058,C,maintenance,0.4,63.75,73.93
916084,CR3,2026-01-05,2026-01-05,1052,1056,C,repair,2.1,336.29,392.33
916085,CR3,2026-01-05,2026-01-05,1053,1054,C,internal_recon,1.3,214.78,242.99
916086,CR3,2026-01-05,2026-01-05,1049,1054,C,maintenance,2.4,384.58,381.12
916087,CR3,2026-01-05,2026-01-06,1051,1057,C,maintenance,1.6,277.39,218.16
916088,CR3,2026-01-05,2026-01-05,1049,1061,C,repair,2.0,320.10,248.72
916089,CR3,2026-01-05,2026-01-05,1051,1059,C,repair,1.9,317.01,328.49
916090,CR3,2026-01-05,2026-01-10,1052,1059,W,internal_recon,0.4,54.70,50.09
916091,CR3,2026-01-05,2026-01-05,1050,1054,C,maintenance,1.6,253.53,189.62
916092,CR3,2026-01-05,2026-01-05,1051,1060,W,internal_recon,1.8,244.25,265.83
916093,CR3,2026-01-05,2026-01-05,1052,1061,C,repair,1.1,174.55,140.24
916094,CR3,2026-01-05,2026-01-05,1052,1058,C,maintenance,2.4,410.84,356.35
916095,CR3,2026-01-05,2026-01-05,1049,1060,C,repair,2.0,344.92,431.65
916096,CR3,2026-01-05,2026-01-06,1052,1054,C,repair,1.8,301.02,363.65
916097,CR3,2026-01-05,2026-01-05,1051,1056,W,repair,0.6,80.15,94.81
916098,CR3,2026-01-05,2026-01-10,1051,1059,C,maintenance,1.4,241.82,179.83
916099,CR3,2026-01-05,2026-01-05,1051,1061,C,maintenance,0.3,50.66,0.00
916100,CR3,2026-01-05,2026-01-05,1052,1055,C,repair,0.7,114.62,97.52
916101,CR3,2026-01-05,2026-01-05,1051,1059,C,internal_recon,1.7,287.15,201.23
916102,CR3,2026-01-05,2026-01-05,1053,1057,W,maintenance,2.3,323.92,210.11
916103,CR3,2026-01-05,2026-01-07,1052,1062,I,repair,2.7,260.05,0.00
916104,CR3,2026-01-05,2026-01-05,1052,1061,I,repair,2.1,213.36,181.88
916105,CR4,2026-01-05,2026-01-06,1074,1081,C,internal_recon,2.1,368.64,230.51
916106,CR4,2026-01-05,2026-01-05,1076,1081,C,maintenance,0.3,48.80,44.03
916107,CR4,2026-01-05,2026-01-05,1077,1079,C,maintenance,1.0,158.66,186.34
916108,CR4,2026-01-05,2026-01-05,1076,1081,I,internal_recon,1.0,97.03,82.25
916109,CR4,2026-01-05,2026-01-05,1076,1083,C,repair,2.4,413.16,533.64
916110,CR4,2026-01-05,2026-01-10,1077,1082,C,internal_recon,1.1,189.29,230.78
916111,CR4,2026-01-05,2026-01-05,1074,1080,C,internal_recon,0.8,138.81,147.50
916112,CR4,2026-01-05,2026-01-05,1075,1079,W,internal_recon,1.6,220.50,180.06
916113,CR4,2026-01-05,2026-01-05,1074,1081,C,repair,1.5,254.30,315.76
916114,CR4,2026-01-05,2026-01-05,1075,1081,C,repair,1.0,173.42,211.85
916115,CR4,2026-01-05,2026-01-05,1075,1078,C,maintenance,1.8,286.02,177.26
916116,CR4,2026-01-05,2026-01-05,1075,1082,C,repair,1.2,203.12,162.25
916117,CR4,2026-01-05,2026-01-05,1074,1083,C,maintenance,0.7,119.34,102.90
916118,CR4,2026-01-05,2026-01-05,1075,1084,C,maintenance,0.3,48.83,46.17
916119,CR4,2026-01-05,2026-01-05,1076,1082,C,maintenance,1.9,333.58,212.06
916120,CR4,2026-01-05,2026-01-05,1077,1082,C,internal_recon,3.0,476.65,347.51
916121,CR4,2026-01-05,2026-01-05,1077,1081,C,recall,2.7,426.96,546.72
916122,CR4,2026-01-05,2026-01-05,1076,1083,I,internal_recon,0.3,29.36,20.24
916123,CR4,2026-01-05,2026-01-05,1077,1083,C,recall,0.3,52.55,39.13
916124,CR4,2026-01-05,2026-01-05,1075,1081,C,internal_recon,0.8,134.75,123.52
916125,CR4,2026-01-05,2026-01-05,1075,1079,W,maintenance,2.6,356.03,420.03
916126,CR4,2026-01-05,2026-01-05,1075,1084,C,maintenance,1.2,191.56,0.00
916127,CR4,2026-01-05,2026-01-05,1075,1083,C,recall,2.7,449.82,0.00
916128,CR4,2026-01-05,2026-01-05,1077,1081,I,internal_recon,2.6,251.49,311.13
916129,CR4,2026-01-05,2026-01-05,1076,1083,C,internal_recon,2.1,365.65,400.86
916130,CR4,2026-01-05,2026-01-05,1077,1079,C,maintenance,1.9,303.16,218.38
916131,CR4,2026-01-05,2026-01-05,1075,1080,C,maintenance,1.8,310.04,0.00
916132,CR4,2026-01-05,2026-01-05,1075,1079,C,recall,1.6,257.25,263.51
916133,CR4,2026-01-05,2026-01-05,1075,1081,I,internal_recon,0.3,30.21,29.28
916134,CR4,2026-01-05,2026-01-05,1077,1081,C,maintenance,2.0,335.11,304.32
916135,CR4,2026-01-05,2026-01-05,1076,1081,W,maintenance,2.2,292.85,309.78
916136,CR4,2026-01-05,2026-01-05,1074,1081,C,maintenance,0.6,97.09,0.00
916137,CR4,2026-01-05,2026-01-05,1077,1079,W,recall,0.6,80.02,95.43
916138,CR4,2026-01-05,2026-01-05,1075,1081,W,maintenance,2.6,344.13,446.68
916139,CR4,2026-01-05,2026-01-07,1076,1080,C,recall,0.8,138.05,108.59
916140,CR4,2026-01-05,2026-01-05,1074,1079,C,maintenance,2.3,364.99,436.64
916141,CR1,2026-01-06,2026-01-06,1010,1019,I,repair,2.6,252.18,0.00
916142,CR1,2026-01-06,2026-01-06,1009,1017,I,internal_recon,2.6,255.97,289.63
916143,CR1,2026-01-06,2026-01-06,1012,1014,I,internal_recon,1.7,169.96,158.41
916144,CR1,2026-01-06,2026-01-06,1012,1017,C,maintenance,1.3,213.71,160.19
916145,CR1,2026-01-06,2026-01-06,1009,1016,C,maintenance,1.8,292.49,346.75
916146,CR1,2026-01-06,2026-01-06,1011,1016,W,maintenance,2.5,336.79,419.44
916147,CR1,2026-01-06,2026-01-06,1012,1014,C,internal_recon,0.7,115.43,112.91
916148,CR1,2026-01-06,2026-01-06,1009,1016,C,repair,1.8,307.30,325.46
916149,CR1,2026-01-06,2026-01-06,1011,1019,W,maintenance,1.7,228.45,193.06
916150,CR1,2026-01-06,2026-01-06,1011,1017,C,repair,1.3,222.91,138.88
916151,CR1,2026-01-06,2026-01-06,1010,1018,W,maintenance,2.8,370.03,379.60
916152,CR1,2026-01-06,2026-01-08,1012,1015,C,repair,1.4,221.47,193.69
916153,CR1,2026-01-06,2026-01-06,1011,1019,C,repair,1.8,299.51,382.65
916154,CR1,2026-01-06,2026-01-07,1012,1016,W,maintenance,2.4,326.07,312.93
916155,CR1,2026-01-06,2026-01-06,1009,1019,C,maintenance,1.4,233.16,0.00
916156,CR1,2026-01-06,2026-01-06,1009,1018,C,maintenance,1.0,173.46,204.20
916157,CR1,2026-01-06,2026-01-06,1010,1015,C,maintenance,1.3,211.80,207.52
916158,CR1,2026-01-06,2026-01-06,1009,1017,C,repair,0.9,153.27,180.42
916159,CR1,2026-01-06,2026-01-06,1011,1018,C,maintenance,2.9,499.48,552.55
916160,CR1,2026-01-06,2026-01-06,1011,1019,W,maintenance,1.4,181.85,125.83
916161,CR1,2026-01-06,2026-01-06,1009,1014,C,recall,1.6,269.40,182.49
916162,CR1,2026-01-06,2026-01-06,1012,1013,W,maintenance,1.9,255.19,319.73
916163,CR1,2026-01-06,2026-01-06,1010,1017,C,repair,2.6,416.61,370.33
916164,CR1,2026-01-06,2026-01-06,1011,1014,I,internal_recon,2.3,219.27,268.39
916165,CR1,2026-01-06,2026-01-06,1012,1013,I,repair,0.3,27.67,22.71
916166,CR1,2026-01-06,2026-01-06,1009,1019,W,maintenance,0.9,115.30,148.63
916167,CR1,2026-01-06,2026-01-06,1012,1017,C,repair,1.5,261.32,313.79
916168,CR1,2026-01-06,2026-01-07,1012,1018,C,internal_recon,3.3,541.18,678.02
916169,CR1,2026-01-06,2026-01-06,1012,1013,C,internal_recon,2.3,395.24,0.00
916170,CR1,2026-01-06,2026-01-11,1012,1017,C,maintenance,1.6,271.31,346.31
916171,CR2,2026-01-06,2026-01-06,1028,1033,C,recall,1.5,263.80,274.52
916172,CR2,2026-01-06,2026-01-11,1029,1031,C,repair,2.7,467.67,587.42
916173,CR2,2026-01-06,2026-01-06,1029,1031,I,internal_recon,1.3,127.37,157.33
916174,CR2,2026-01-06,2026-01-06,1029,1032,W,repair,2.3,299.60,323.46
916175,CR2,2026-01-06,2026-01-06,1028,1033,I,internal_recon,2.2,208.34,197.13
916176,CR2,2026-01-06,2026-01-06,1028,1032,C,maintenance,1.9,310.72,317.57
916177,CR2,2026-01-06,2026-01-07,1028,1035,C,internal_recon,0.3,48.64,50.48
916178,CR2,2026-01-06,2026-01-06,1028,1032,C,maintenance,1.9,315.85,288.84
916179,CR2,2026-01-06,2026-01-06,1028,1031,C,maintenance,1.9,310.55,243.31
916180,CR2,2026-01-06,2026-01-08,1030,1032,C,repair,0.3,47.41,31.72
916181,CR2,2026-01-06,2026-01-11,1029,1031,C,internal_recon,2.7,462.72,510.33
916182,CR2,2026-01-06,2026-01-07,1029,1032,W,repair,2.0,274.23,308.36
916183,CR2,2026-01-06,2026-01-06,1028,1032,C,maintenance,2.9,504.25,438.61
916184,CR2,2026-01-06,2026-01-08,1030,1032,W,repair,0.3,41.71,25.11
916185,CR2,2026-01-06,2026-01-11,1028,1033,I,repair,2.6,228.95,0.00
916186,CR2,2026-01-06,2026-01-06,1030,1034,I,internal_recon,2.4,232.76,232.45
916187,CR2,2026-01-06,2026-01-06,1029,1035,C,repair,1.4,241.08,206.00
916188,CR2,2026-01-06,2026-01-06,1030,1032,I,repair,3.0,272.84,219.10
916189,CR2,2026-01-06,2026-01-06,1029,1033,W,maintenance,2.6,333.80,428.41
916190,CR2,2026-01-06,2026-01-06,1028,1035,C,maintenance,0.3,52.23,40.88
916191,CR2,2026-01-06,2026-01-06,1028,1031,W,maintenance,2.0,260.73,321.06
916192,CR2,2026-01-06,2026-01-06,1030,1035,W,maintenance,1.6,216.53,202.24
916193,CR2,2026-01-06,2026-01-06,1030,1035,C,maintenance,0.7,110.77,130.80
916194,CR3,2026-01-06,2026-01-06,1050,1055,I,internal_recon,0.9,80.98,82.63
916195,CR3,2026-01-06,2026-01-06,1052,1054,C,maintenance,2.2,355.43,370.99
916196,CR3,2026-01-06,2026-01-06,1051,1055,I,internal_recon,1.4,135.85,170.63
916197,CR3,2026-01-06,2026-01-06,1051,1060,C,maintenance,1.3,222.26,0.00
916198,CR3,2026-01-06,2026-01-06,1049,1059,C,repair,1.7,279.05,316.32
916199,CR3,2026-01-06,2026-01-06,1050,1055,W,maintenance,1.8,245.40,170.50
916200,CR3,2026-01-06,2026-01-06,1049,1054,W,maintenance,1.4,181.16,121.62
916201,CR3,2026-01-06,2026-01-06,1049,1057,W,maintenance,0.5,67.74,79.35
916202,CR3,2026-01-06,2026-01-06,1053,1057,W,maintenance,1.4,197.23,0.00
916203,CR3,2026-01-06,2026-01-07,1052,1061,W,maintenance,0.9,124.89,0.00
916204,CR3,2026-01-06,2026-01-06,1052,1054,C,recall,1.6,258.80,176.30
916205,CR3,2026-01-06,2026-01-08,1053,1055,I,internal_recon,1.9,190.89,240.19
916206,CR3,2026-01-06,2026-01-06,1049,1058,C,maintenance,1.4,226.46,267.28
916207,CR3,2026-01-06,2026-01-06,1050,1055,C,internal_recon,2.2,379.91,411.46
916208,CR3,2026-01-06,2026-01-06,1049,1062,C,maintenance,1.0,173.99,169.31
916209,CR3,2026-01-06,2026-01-08,1050,1056,C,maintenance,1.4,236.71,292.72
916210,CR3,2026-01-06,2026-01-06,1053,1057,C,maintenance,2.6,420.20,530.78
916211,CR3,2026-01-06,2026-01-06,1053,1060,C,repair,0.8,136.47,156.62
916212,CR3,2026-01-06,2026-01-06,1050,1061,C,maintenance,1.9,317.25,207.86
916213,CR3,2026-01-06,2026-01-07,1052,1060,C,maintenance,3.0,511.64,0.00
916214,CR3,2026-01-06,2026-01-06,1050,1055,I,internal_recon,1.3,128.66,120.96
916215,CR3,2026-01-06,2026-01-06,1049,1062,C,repair,1.0,169.51,153.23
916216,CR3,2026-01-06,2026-01-07,1049,1059,I,internal_recon,1.7,168.22,192.35
916217,CR3,2026-01-06,2026-01-06,1050,1060,C,repair,1.5,244.33,300.78
916218,CR3,2026-01-06,2026-01-07,1051,1055,W,internal_recon,2.0,275.25,350.69
916219,CR3,2026-01-06,2026-01-06,1052,1059,C,maintenance,0.9,156.91,185.66
916220,CR3,2026-01-06,2026-01-06,1052,1056,W,maintenance,1.4,195.39,120.82
916221,CR3,2026-01-06,2026-01-06,1052,1054,W,internal_recon,0.9,121.70,153.80
916222,CR3,2026-01-06,2026-01-06,1053,1061,C,internal_recon,0.3,50.48,39.68
916223,CR3,2026-01-06,2026-01-07,1052,1058,C,internal_recon,1.5,252.44,261.59
916224,CR3,2026-01-06,2026-01-06,1051,1061,C,maintenance,2.4,419.19,317.83
916225,CR3,2026-01-06,2026-01-06,1051,1059,C,recall,1.5,257.39,214.71
916226,CR3,2026-01-06,2026-01-06,1049,1062,C,internal_recon,0.9,154.57,99.92
916227,CR3,2026-01-06,2026-01-08,1051,1060,C,maintenance,2.6,453.58,571.09
916228,CR3,2026-01-06,2026-01-06,1053,1059,C,repair,3.0,498.06,362.29
916229,CR3,2026-01-06,2026-01-06,1052,1062,I,internal_recon,1.1,111.42,143.73
916230,CR3,2026-01-06,2026-01-06,1050,1059,I,repair,1.5,146.66,167.96
916231,CR3,2026-01-06,2026-01-07,1052,1056,C,repair,1.7,288.05,345.54
916232,CR3,2026-01-06,2026-01-06,1052,1057,C,repair,1.3,225.38,287.31
916233,CR3,2026-01-06,2026-01-06,1051,1061,C,maintenance,2.2,366.18,224.58
916234,CR3,2026-01-06,2026-01-06,1051,1056,I,internal_recon,1.4,126.65,129.74
916235,CR3,2026-01-06,2026-01-06,1049,1059,C,recall,0.4,70.39,51.59
916236,CR3,2026-01-06,2026-01-06,1050,1056,C,internal_recon,2.0,333.33,257.79
916237,CR3,2026-01-06,2026-01-06,1050,1062,C,maintenance,0.3,49.22,0.00
916238,CR3,2026-01-06,2026-01-06,1053,1060,C,maintenance,0.7,110.62,106.84
916239,CR3,2026-01-06,2026-01-06,1053,1060,C,maintenance,2.9,506.47,518.81
916240,CR3,2026-01-06,2026-01-06,1051,1062,C,maintenance,2.0,317.49,0.00
916241,CR4,2026-01-06,2026-01-08,1076,1081,C,repair,1.4,237.65,230.27
916242,CR4,2026-01-06,2026-01-06,1077,1078,I,internal_recon,2.1,197.46,248.47
916243,CR4,2026-01-06,2026-01-07,1074,1081,C,maintenance,1.4,236.17,293.11
916244,CR4,2026-01-06,2026-01-06,1077,1082,I,maintenance,0.6,54.48,55.85
916245,CR4,2026-01-06,2026-01-06,1076,1079,W,maintenance,2.7,361.34,345.31
916246,CR4,2026-01-06,2026-01-06,1075,1080,C,maintenance,1.9,327.86,288.21
916247,CR4,2026-01-06,2026-01-06,1075,1081,C,maintenance,1.2,209.53,235.51
916248,CR4,2026-01-06,2026-01-06,1074,1078,C,repair,1.9,308.50,342.42
916249,CR4,2026-01-06,2026-01-06,1077,1082,C,repair,1.2,189.79,229.67
916250,CR4,2026-01-06,2026-01-06,1074,1078,C,internal_recon,2.4,380.65,464.11
916251,CR4,2026-01-06,2026-01-07,1077,1081,C,repair,2.3,400.15,0.00
916252,CR4,2026-01-06,2026-01-06,1075,1081,C,maintenance,1.7,284.18,340.45
916253,CR4,2026-01-06,2026-01-06,1076,1084,C,maintenance,1.2,196.48,118.73
916254,CR4,2026-01-06,2026-01-06,1077,1084,C,maintenance,1.2,191.33,184.41
916255,CR4,2026-01-06,2026-01-06,1075,1078,C,repair,2.2,363.61,0.00
916256,CR4,2026-01-06,2026-01-06,1074,1083,I,internal_recon,0.3,27.26,16.69
916257,CR4,2026-01-06,2026-01-06,1075,1079,C,internal_recon,1.4,224.86,259.33
916258,CR4,2026-01-06,2026-01-06,1075,1079,C,maintenance,1.2,196.45,124.39
916259,CR4,2026-01-06,2026-01-06,1075,1082,W,maintenance,0.3,42.03,33.08
916260,CR4,2026-01-06,2026-01-06,1077,1079,C,maintenance,0.9,152.72,98.95
916261,CR4,2026-01-06,2026-01-11,1076,1078,C,maintenance,1.7,292.86,276.23
916262,CR4,2026-01-06,2026-01-06,1076,1083,C,maintenance,2.1,368.67,301.35
916263,CR4,2026-01-06,2026-01-06,1075,1082,C,internal_recon,1.7,285.55,367.49
916264,CR4,2026-01-06,2026-01-06,1075,1081,C,maintenance,2.1,339.89,434.89
916265,CR4,2026-01-06,2026-01-06,1075,1079,C,internal_recon,1.0,172.51,155.65
916266,CR4,2026-01-06,2026-01-06,1075,1079,C,maintenance,1.7,285.95,184.46
916267,CR4,2026-01-06,2026-01-06,1074,1084,I,internal_recon,1.5,147.01,129.25
916268,CR4,2026-01-06,2026-01-07,1075,1081,C,repair,0.3,49.97,62.04
916269,CR4,2026-01-06,2026-01-06,1077,1080,W,maintenance,2.1,273.32,306.98
916270,CR4,2026-01-06,2026-01-06,1075,1082,C,maintenance,2.2,351.89,216.03
916271,CR4,2026-01-06,2026-01-06,1077,1084,C,internal_recon,2.3,387.05,0.00
916272,CR4,2026-01-06,2026-01-06,1074,1084,W,maintenance,3.0,393.98,507.96
916273,CR4,2026-01-06,2026-01-06,1074,1082,W,maintenance,1.1,141.11,134.68
916274,CR4,2026-01-06,2026-01-06,1076,1079,C,maintenance,0.8,126.48,140.01
916275,CR4,2026-01-06,2026-01-06,1077,1078,W,maintenance,1.2,170.06,204.91
916276,CR4,2026-01-06,2026-01-06,1075,1084,W,maintenance,2.2,299.32,223.85
916277,CR4,2026-01-06,2026-01-08,1075,1083,C,maintenance,2.0,344.30,234.02
916278,CR4,2026-01-06,2026-01-06,1076,1084,W,maintenance,1.3,166.85,130.36
916279,CR4,2026-01-06,2026-01-06,1077,1083,I,internal_recon,1.6,160.84,155.84
916280,CR4,2026-01-06,2026-01-06,1076,1082,C,maintenance,2.4,417.23,480.17
916281,CR4,2026-01-06,2026-01-06,1077,1079,C,maintenance,2.2,370.39,310.48
916282,CR4,2026-01-06,2026-01-07,1074,1082,C,maintenance,1.4,221.37,285.28
916283,CR4,2026-01-06,2026-01-07,1076,1079,C,maintenance,1.0,162.10,174.01
916284,CR4,2026-01-06,2026-01-06,1076,1083,W,repair,0.9,119.12,82.08
916285,CR4,2026-01-06,2026-01-06,1075,1084,C,recall,1.8,301.78,188.95
916286,CR4,2026-01-06,2026-01-06,1076,1078,C,repair,1.7,277.13,270.19
916287,CR4,2026-01-06,2026-01-06,1076,1082,C,repair,2.3,377.93,459.83
916288,CR4,2026-01-06,2026-01-06,1077,1082,C,internal_recon,1.6,257.20,295.16
916289,CR1,2026-01-07,2026-01-07,1009,1019,C,maintenance,1.2,190.30,167.06
916290,CR1,2026-01-07,2026-01-09,1011,1013,I,internal_recon,2.6,248.45,173.12
916291,CR1,2026-01-07,2026-01-12,1009,1017,C,repair,1.8,298.53,305.71
916292,CR1,2026-01-07,2026-01-07,1010,1016,C,internal_recon,1.3,213.74,215.47
916293,CR1,2026-01-07,2026-01-07,1009,1014,W,repair,2.5,354.02,417.47
916294,CR1,2026-01-07,2026-01-07,1010,1014,W,maintenance,1.1,153.80,102.32
916295,CR1,2026-01-07,2026-01-07,1012,1015,W,maintenance,2.1,271.26,255.92
916296,CR1,2026-01-07,2026-01-07,1011,1018,W,maintenance,1.7,231.77,234.34
916297,CR1,2026-01-07,2026-01-07,1012,1015,C,maintenance,0.3,48.17,45.39
916298,CR1,2026-01-07,2026-01-07,1012,1014,C,repair,2.8,458.94,417.05
916299,CR1,2026-01-07,2026-01-09,1011,1019,I,internal_recon,0.3,26.69,19.23
916300,CR1,2026-01-07,2026-01-07,1009,1013,W,recall,2.2,308.53,227.32
916301,CR1,2026-01-07,2026-01-07,1012,1017,C,maintenance,2.1,355.16,416.88
916302,CR1,2026-01-07,2026-01-08,1010,1017,C,internal_recon,1.6,267.32,329.21
916303,CR1,2026-01-07,2026-01-07,1009,1018,W,repair,1.4,196.11,224.04
916304,CR1,2026-01-07,2026-01-08,1012,1014,W,repair,1.5,204.13,150.59
916305,CR1,2026-01-07,2026-01-07,1011,1018,C,repair,1.8,316.74,352.19
916306,CR1,2026-01-07,2026-01-07,1011,1019,I,internal_recon,2.2,223.13,0.00
916307,CR1,2026-01-07,2026-01-07,1010,1013,C,repair,1.9,312.59,404.95
916308,CR1,2026-01-07,2026-01-07,1012,1015,I,internal_recon,3.1,301.55,301.39
916309,CR1,2026-01-07,2026-01-07,1009,1013,C,recall,1.5,244.41,232.54
916310,CR1,2026-01-07,2026-01-07,1012,1013,C,maintenance,1.3,210.28,200.31
916311,CR1,2026-01-07,2026-01-09,1009,1018,C,repair,1.4,239.26,255.04
916312,CR1,2026-01-07,2026-01-07,1012,1017,W,maintenance,0.4,51.50,51.60
916313,CR1,2026-01-07,2026-01-07,1009,1015,C,repair,1.5,240.54,258.48
916314,CR1,2026-01-07,2026-01-07,1009,1014,C,maintenance,2.0,330.70,330.96
916315,CR1,2026-01-07,2026-01-07,1012,1016,C,repair,2.3,391.21,336.61
916316,CR1,2026-01-07,2026-01-07,1012,1013,C,maintenance,1.9,307.04,222.15
916317,CR1,2026-01-07,2026-01-07,1009,1016,C,maintenance,1.1,190.05,128.48
916318,CR1,2026-01-07,2026-01-07,1010,1019,C,repair,1.2,210.99,0.00
916319,CR1,2026-01-07,2026-01-09,1010,1018,C,internal_recon,2.1,363.05,467.66
916320,CR1,2026-01-07,2026-01-07,1010,1017,W,maintenance,1.4,184.82,144.60
916321,CR1,2026-01-07,2026-01-07,1012,1015,C,maintenance,1.9,334.21,409.16
916322,CR1,2026-01-07,2026-01-07,1009,1019,C,maintenance,0.8,132.32,125.63
916323,CR2,2026-01-07,2026-01-07,1029,1035,I,repair,2.6,231.68,203.36
916324,CR2,2026-01-07,2026-01-08,1030,1033,C,maintenance,2.0,330.91,402.18
916325,CR2,2026-01-07,2026-01-07,1030,1032,I,internal_recon,2.4,226.38,229.82
916326,CR2,2026-01-07,2026-01-07,1029,1031,C,maintenance,0.3,49.32,41.35
916327,CR2,2026-01-07,2026-01-07,1028,1035,C,maintenance,2.2,347.95,219.92
916328,CR2,2026-01-07,2026-01-07,1030,1035,C,repair,2.7,460.45,440.12
916329,CR2,2026-01-07,2026-01-07,1029,1035,W,repair,2.3,314.48,325.73
