deal_number,store_code,deal_date,deal_type,sale_type,status,new_used,stock_number,model_year,make,model,front_gross,fi_gross,doc_fee,gap_attached,gap_gross,vsc_attached,vsc_gross,lender_type,term_months,financed,has_trade,days_in_stock_at_sale,salesperson_id,fi_manager_id
505924,CR4,2026-04-11,R,R,F,U,411379,2017,Toyota,SUV,676.48,513.65,699.00,0,0.00,0,0.00,captive,72,1,0,87,1072,1086
505925,CR4,2026-04-11,R,R,F,N,411359,2026,Chevrolet,Malibu,1737.87,383.70,899.00,0,0.00,0,0.00,cash,,0,0,89,1072,1086
505926,CR4,2026-04-11,R,R,F,N,411415,2026,Chevrolet,Equinox,932.58,2249.92,799.00,0,0.00,1,1374.86,captive,48,1,1,82,1073,1086
505927,CR4,2026-04-11,R,R,F,U,411606,2019,Subaru,Sedan,3947.16,1672.59,799.00,1,860.97,0,0.00,captive,75,1,1,57,1066,1086
505928,CR4,2026-04-11,R,R,F,N,411496,2025,Chevrolet,Blazer,1359.45,878.85,899.00,1,565.41,0,0.00,outside,84,1,1,71,1068,1086
505929,CR4,2026-04-11,R,R,F,N,412002,2025,Chevrolet,Traverse,922.19,1233.78,799.00,0,0.00,1,974.70,cash,,0,0,4,1065,1087
505930,CR4,2026-04-11,R,R,F,N,411235,2025,Chevrolet,Colorado,1063.13,0.00,699.00,0,0.00,0,0.00,cash,,0,0,107,1066,1087
505931,CR4,2026-04-11,R,R,F,U,411622,2023,Nissan,SUV,2869.56,2152.26,699.00,1,747.27,0,0.00,captive,60,1,1,54,1068,1086
505932,CR4,2026-04-11,R,R,F,N,411651,2025,Chevrolet,Malibu,1956.35,1444.88,799.00,1,621.58,0,0.00,outside,72,1,0,50,1070,1086
505933,CR4,2026-04-11,R,R,F,N,411781,2026,Chevrolet,Tahoe,2579.41,236.43,699.00,0,0.00,0,0.00,outside,75,1,1,33,1070,1086
505934,CR4,2026-04-11,R,W,F,N,411573,2026,Chevrolet,Tahoe,-586.80,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1072,1086
505935,CR4,2026-04-11,R,W,F,N,411537,2026,Chevrolet,Traverse,-283.22,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1073,1087
505936,CR1,2026-04-13,L,L,F,N,111570,2026,Hyundai,Sonata,-778.36,2071.81,799.00,0,0.00,1,1952.85,cash,,0,0,37,1008,1021
505937,CR1,2026-04-13,R,R,F,N,111407,2026,Hyundai,Santa Fe,1584.13,340.99,699.00,0,0.00,0,0.00,cash,,0,1,62,1003,1020
505938,CR1,2026-04-13,R,R,F,U,111289,2023,Jeep,Truck,3059.04,1174.24,799.00,1,568.63,0,0.00,outside,60,1,0,79,1003,1021
505939,CR1,2026-04-13,R,R,F,N,111310,2026,Hyundai,Tucson,752.85,1803.29,899.00,0,0.00,1,1505.59,cash,,0,0,76,1003,1021
505940,CR1,2026-04-13,R,W,F,N,111192,2026,Hyundai,Santa Fe,-679.69,0.00,0.00,0,0.00,0,0.00,none,,0,0,94,1004,1020
505941,CR2,2026-04-13,R,R,F,U,210846,2019,Hyundai,Sonata,1900.58,1248.68,699.00,1,574.47,0,0.00,outside,66,1,1,94,1022,1036
505942,CR2,2026-04-13,R,R,F,N,211177,2026,Kia,Carnival,-367.52,2146.85,899.00,0,0.00,1,1289.88,cash,,0,1,27,1027,1036
505943,CR2,2026-04-13,R,R,F,N,210873,2025,Kia,Seltos,719.85,1979.57,699.00,0,0.00,1,1337.46,captive,84,1,0,89,1027,1037
505944,CR2,2026-04-13,R,R,F,U,211233,2019,GMC,SUV,3391.31,1494.40,699.00,0,0.00,1,1494.40,cash,,0,1,17,1022,1036
505945,CR2,2026-04-13,R,R,F,U,210907,2019,Nissan,Sedan,2406.63,1418.43,899.00,0,0.00,1,1402.38,cash,,0,0,82,1027,1037
505946,CR2,2026-04-13,R,W,F,U,210912,2018,Nissan,SUV,-334.21,0.00,0.00,0,0.00,0,0.00,none,,0,0,81,1024,1036
505947,CR3,2026-04-13,R,R,F,N,311659,2026,Ford,Escape,2108.99,2183.29,799.00,0,0.00,1,1624.44,outside,60,1,1,86,1044,1063
505948,CR3,2026-04-13,R,R,F,N,311471,2026,Ford,Bronco,952.73,213.66,899.00,0,0.00,0,0.00,outside,48,1,0,105,1048,1063
505949,CR3,2026-04-13,R,R,F,U,312019,2023,Ford,Escape,2776.31,2735.42,799.00,0,0.00,1,1774.56,captive,66,1,0,45,1044,1063
505950,CR3,2026-04-13,R,R,F,U,312264,2019,GMC,SUV,4025.27,2472.81,699.00,1,729.11,1,1095.20,captive,75,1,0,18,1045,1064
505951,CR3,2026-04-13,R,R,F,U,311516,2024,Toyota,SUV,3233.17,2237.55,699.00,0,0.00,1,1954.25,cash,,0,0,100,1046,1064
505952,CR3,2026-04-13,R,R,F,N,312196,2026,Ford,Mustang,1589.60,32.96,699.00,0,0.00,0,0.00,cash,,0,0,25,1047,1064
505953,CR3,2026-04-13,R,R,F,U,312098,2022,Subaru,SUV,2513.98,1042.19,799.00,1,568.04,0,0.00,outside,84,1,1,35,1038,1064
505954,CR3,2026-04-13,R,R,F,U,311935,2020,Ford,Maverick,2275.43,667.16,699.00,0,0.00,0,0.00,captive,60,1,0,54,1045,1063
505955,CR3,2026-04-13,R,W,F,N,311847,2025,Ford,Escape,-244.13,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1048,1063
505956,CR4,2026-04-13,R,R,F,N,411897,2026,Chevrolet,Trax,1665.14,160.63,699.00,0,0.00,0,0.00,cash,,0,0,19,1068,1086
505957,CR4,2026-04-13,R,R,F,N,411703,2026,Chevrolet,Blazer,2545.57,884.41,899.00,1,619.58,0,0.00,captive,72,1,1,45,1073,1086
505958,CR4,2026-04-13,R,R,F,U,411371,2024,Chevrolet,Malibu,3195.13,1423.44,899.00,1,617.53,0,0.00,captive,72,1,0,90,1067,1087
505959,CR4,2026-04-13,R,R,F,N,411701,2026,Chevrolet,Trax,1846.97,3169.18,799.00,1,639.20,1,1950.65,outside,48,1,0,45,1070,1086
505960,CR4,2026-04-13,R,R,F,N,411749,2026,Chevrolet,Traverse,2943.60,2518.29,699.00,0,0.00,1,1480.15,captive,84,1,1,39,1066,1087
505961,CR4,2026-04-13,R,R,F,N,411645,2026,Chevrolet,Equinox,2071.48,402.14,799.00,1,402.14,0,0.00,captive,84,1,1,53,1069,1086
505962,CR4,2026-04-13,R,R,F,N,411408,2026,Chevrolet,Malibu,2343.53,555.82,899.00,0,0.00,0,0.00,cash,,0,1,84,1070,1087
505963,CR4,2026-04-13,L,L,F,N,411886,2026,Chevrolet,Silverado 1500,337.45,1364.76,699.00,1,484.79,0,0.00,captive,60,1,0,20,1070,1086
505964,CR4,2026-04-13,R,R,F,U,411389,2021,Subaru,Sedan,5456.39,657.60,699.00,1,657.60,0,0.00,outside,72,1,0,88,1065,1086
505965,CR4,2026-04-13,R,W,F,N,411591,2026,Chevrolet,Blazer,-552.91,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1066,1087
505966,CR4,2026-04-13,R,W,F,N,411593,2026,Chevrolet,Colorado,-480.01,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1065,1087
505967,CR1,2026-04-14,R,R,F,N,111209,2026,Hyundai,Sonata,1764.97,1281.91,799.00,1,677.65,0,0.00,captive,48,1,0,92,1001,1021
505968,CR1,2026-04-14,R,R,F,U,111300,2020,Honda,Sedan,4264.29,1670.78,799.00,0,0.00,1,1604.33,cash,,0,0,78,1003,1020
505969,CR1,2026-04-14,R,R,F,U,111378,2022,Ford,Super Duty,2802.20,0.00,699.00,0,0.00,0,0.00,cash,,0,0,67,1005,1020
505970,CR2,2026-04-14,R,R,F,N,210895,2026,Kia,Forte,53.27,712.84,699.00,0,0.00,0,0.00,outside,75,1,0,84,1027,1037
505971,CR2,2026-04-14,R,R,F,U,211096,2022,Honda,Sedan,4404.03,1940.87,899.00,1,569.10,1,1058.78,captive,60,1,0,45,1023,1037
505972,CR2,2026-04-14,R,R,F,U,210885,2020,Hyundai,Santa Fe,1232.81,2221.06,799.00,0,0.00,1,1199.69,captive,72,1,0,87,1022,1036
505973,CR2,2026-04-14,L,L,F,N,210831,2026,Kia,Seltos,1569.89,457.12,799.00,0,0.00,0,0.00,captive,48,1,0,98,1025,1036
505974,CR2,2026-04-14,R,R,F,N,211090,2025,Kia,Forte,1276.93,2751.97,799.00,1,818.17,1,1182.47,captive,72,1,1,47,1024,1036
505975,CR2,2026-04-14,R,W,F,U,210911,2024,Hyundai,Palisade,-61.39,0.00,0.00,0,0.00,0,0.00,none,,0,0,82,1023,1036
505976,CR3,2026-04-14,R,R,F,N,312348,2026,Ford,F-150,2171.32,1017.03,899.00,1,710.04,0,0.00,captive,75,1,0,10,1043,1063
505977,CR3,2026-04-14,R,R,U,N,311938,2026,Ford,Maverick,-928.61,-672.96,899.00,1,625.14,0,0.00,captive,60,1,0,55,1048,1063
505978,CR3,2026-04-14,R,R,F,U,312175,2025,Nissan,Truck,3048.68,203.42,799.00,0,0.00,0,0.00,outside,66,1,0,28,1047,1064
505979,CR3,2026-04-14,R,R,F,U,312356,2017,Honda,SUV,738.81,598.75,699.00,0,0.00,0,0.00,outside,72,1,1,10,1047,1064
505980,CR3,2026-04-14,R,R,F,N,312164,2026,Ford,Bronco,2635.76,317.98,899.00,0,0.00,0,0.00,captive,66,1,1,29,1048,1064
505981,CR3,2026-04-14,L,L,F,N,311604,2026,Ford,Explorer,2147.73,2009.35,699.00,0,0.00,1,1449.21,outside,72,1,1,91,1040,1064
505982,CR3,2026-04-14,R,R,F,N,311832,2025,Ford,Mustang,2031.54,589.70,899.00,0,0.00,0,0.00,captive,60,1,0,67,1046,1064
505983,CR3,2026-04-14,R,R,F,N,311644,2026,Ford,Mustang,1870.42,566.36,899.00,0,0.00,0,0.00,outside,75,1,1,88,1045,1063
505984,CR3,2026-04-14,R,W,F,U,311587,2024,Honda,SUV,-494.32,0.00,0.00,0,0.00,0,0.00,none,,0,0,94,1047,1064
505985,CR4,2026-04-14,R,R,F,U,411410,2025,Toyota,Sedan,4414.30,691.06,899.00,0,0.00,0,0.00,captive,84,1,0,85,1069,1087
505986,CR4,2026-04-14,R,R,F,N,411412,2026,Chevrolet,Tahoe,2214.31,621.83,799.00,0,0.00,0,0.00,outside,75,1,1,85,1066,1086
505987,CR4,2026-04-14,R,R,F,N,411417,2026,Chevrolet,Silverado 1500,1245.81,2610.22,699.00,1,740.00,1,1547.71,captive,75,1,0,84,1072,1087
505988,CR4,2026-04-14,R,R,F,U,411504,2019,GMC,Truck,3355.21,1476.00,799.00,0,0.00,1,1391.38,captive,72,1,1,74,1067,1087
505989,CR4,2026-04-14,R,R,F,U,412001,2023,Nissan,Truck,1732.05,382.67,699.00,0,0.00,0,0.00,captive,48,1,1,7,1072,1086
505990,CR4,2026-04-14,R,R,F,N,411383,2026,Chevrolet,Trax,1554.52,1196.36,699.00,1,591.89,0,0.00,captive,48,1,0,89,1065,1087
505991,CR4,2026-04-14,R,R,F,U,411391,2017,Honda,Truck,3665.30,1673.71,699.00,1,705.16,0,0.00,captive,75,1,1,88,1069,1087
505992,CR4,2026-04-14,R,R,F,N,411838,2026,Chevrolet,Traverse,1184.64,554.83,899.00,0,0.00,0,0.00,captive,84,1,1,28,1069,1086
505993,CR4,2026-04-14,R,R,F,N,411952,2026,Chevrolet,Trax,3002.96,1644.25,799.00,0,0.00,1,1599.09,cash,,0,0,13,1072,1086
505994,CR4,2026-04-14,L,L,F,N,411403,2025,Chevrolet,Colorado,2840.05,723.92,699.00,0,0.00,0,0.00,captive,72,1,0,87,1069,1086
505995,CR4,2026-04-14,R,R,F,N,411778,2026,Chevrolet,Trax,3769.30,265.35,699.00,0,0.00,0,0.00,cash,,0,0,36,1065,1087
505996,CR4,2026-04-14,R,W,F,U,411318,2021,Kia,K5,-489.38,0.00,0.00,0,0.00,0,0.00,none,,0,0,97,1072,1087
505997,CR4,2026-04-14,R,W,F,N,411414,2025,Chevrolet,Trax,-68.57,0.00,0.00,0,0.00,0,0.00,none,,0,0,85,1067,1087
505998,CR1,2026-04-15,R,R,F,N,111696,2026,Hyundai,Elantra,1096.65,1046.06,699.00,1,416.83,0,0.00,captive,60,1,0,20,1005,1021
505999,CR1,2026-04-15,R,R,F,U,111307,2020,GMC,SUV,1256.19,559.26,699.00,0,0.00,0,0.00,outside,72,1,0,78,1005,1020
506000,CR1,2026-04-15,R,R,F,U,111424,2024,Chevrolet,Equinox,3430.62,2257.76,699.00,1,458.42,1,1100.49,captive,60,1,0,62,1005,1021
506001,CR1,2026-04-15,R,R,F,N,111411,2026,Hyundai,Tucson,611.67,964.49,699.00,1,451.41,0,0.00,captive,48,1,0,63,1004,1021
506002,CR1,2026-04-15,R,R,F,N,111493,2026,Hyundai,Elantra,971.38,1982.77,799.00,0,0.00,1,1362.62,outside,75,1,0,50,1007,1020
506003,CR1,2026-04-15,R,R,F,N,111611,2025,Hyundai,Santa Fe,-2073.00,1304.30,899.00,1,626.90,0,0.00,captive,48,1,1,33,1001,1021
506004,CR1,2026-04-15,R,W,F,N,111304,2026,Hyundai,Santa Fe,-264.16,0.00,0.00,0,0.00,0,0.00,none,,0,0,79,1008,1020
506005,CR2,2026-04-15,R,R,F,U,211027,2024,Kia,Forte,3846.31,1266.63,699.00,1,666.94,0,0.00,captive,72,1,0,60,1022,1036
506006,CR2,2026-04-15,R,R,F,N,211232,2025,Kia,Carnival,2018.23,2331.17,699.00,1,652.14,1,1063.54,outside,72,1,1,19,1024,1036
506007,CR2,2026-04-15,R,R,F,N,211197,2026,Kia,Sorento,2818.43,752.84,899.00,0,0.00,0,0.00,captive,48,1,1,25,1022,1036
506008,CR2,2026-04-15,R,R,F,U,211226,2022,Chevrolet,Blazer,2746.08,1387.79,699.00,1,511.03,0,0.00,captive,75,1,0,20,1022,1037
506009,CR2,2026-04-15,R,R,F,U,211299,2021,Nissan,SUV,3256.43,2944.35,699.00,1,493.83,1,1459.88,captive,72,1,0,5,1023,1037
506010,CR2,2026-04-15,R,R,F,N,210922,2026,Kia,Sportage,4608.90,84.98,899.00,0,0.00,0,0.00,cash,,0,1,81,1026,1036
506011,CR2,2026-04-15,R,W,F,U,210955,2022,Hyundai,Tucson,372.51,0.00,0.00,0,0.00,0,0.00,none,,0,0,75,1024,1037
506012,CR3,2026-04-15,R,R,F,N,311666,2026,Ford,F-150,2116.42,842.66,699.00,1,525.33,0,0.00,captive,60,1,0,86,1040,1063
506013,CR3,2026-04-15,R,R,F,N,312090,2026,Ford,Escape,-400.26,2427.24,799.00,0,0.00,1,1470.05,captive,60,1,1,39,1047,1063
506014,CR3,2026-04-15,R,R,F,U,311685,2023,Subaru,Sedan,2557.03,1311.80,699.00,1,720.92,0,0.00,captive,48,1,1,85,1041,1063
506015,CR3,2026-04-15,R,R,F,N,311621,2026,Ford,F-150,1991.99,409.79,899.00,0,0.00,0,0.00,cash,,0,0,91,1048,1063
506016,CR3,2026-04-15,R,R,F,U,311676,2019,Nissan,Sedan,3810.54,1376.57,899.00,1,719.95,0,0.00,captive,72,1,0,85,1048,1063
506017,CR3,2026-04-15,R,W,F,U,311673,2019,Kia,Sportage,-150.34,0.00,0.00,0,0.00,0,0.00,none,,0,0,85,1044,1063
506018,CR3,2026-04-15,R,W,F,N,311854,2025,Ford,Super Duty,431.52,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1038,1064
506019,CR4,2026-04-15,R,R,F,U,411575,2025,Subaru,SUV,1619.73,15.53,799.00,0,0.00,0,0.00,cash,,0,1,64,1073,1087
506020,CR4,2026-04-15,R,R,F,N,411785,2026,Chevrolet,Malibu,2199.57,2225.78,699.00,0,0.00,1,1617.08,captive,84,1,0,36,1070,1087
506021,CR4,2026-04-15,R,R,F,U,411761,2019,GMC,SUV,3927.52,0.00,699.00,0,0.00,0,0.00,cash,,0,1,40,1068,1087
506022,CR4,2026-04-15,R,R,F,N,411314,2026,Chevrolet,Tahoe,1240.78,1328.99,899.00,1,698.21,0,0.00,captive,84,1,1,99,1066,1086
506023,CR4,2026-04-15,R,R,F,N,411790,2026,Chevrolet,Colorado,539.08,1861.66,899.00,0,0.00,1,670.14,outside,48,1,0,36,1067,1087
506024,CR4,2026-04-15,R,W,F,N,411518,2026,Chevrolet,Traverse,-90.79,0.00,0.00,0,0.00,0,0.00,none,,0,0,71,1070,1086
506025,CR1,2026-04-16,R,R,F,N,111322,2025,Hyundai,Santa Fe,2778.63,2491.66,699.00,0,0.00,1,1978.35,outside,66,1,1,78,1004,1021
506026,CR1,2026-04-16,R,R,F,N,111275,2026,Hyundai,Sonata,2360.40,3178.84,799.00,1,615.15,1,1709.35,captive,84,1,1,84,1001,1021
506027,CR1,2026-04-16,R,R,F,U,111598,2022,Honda,Sedan,3367.31,235.35,699.00,0,0.00,0,0.00,cash,,0,1,36,1003,1021
506028,CR1,2026-04-16,L,L,F,N,111816,2026,Hyundai,Ioniq 5,754.53,3178.56,699.00,1,611.07,1,1543.43,captive,66,1,0,5,1001,1020
506029,CR1,2026-04-16,L,L,F,N,111333,2026,Hyundai,Ioniq 5,2555.58,671.04,699.00,0,0.00,0,0.00,captive,75,1,1,76,1001,1021
506030,CR1,2026-04-16,R,R,F,U,111506,2023,Jeep,SUV,4622.19,2712.18,799.00,1,668.81,1,921.00,captive,72,1,1,50,1003,1020
506031,CR1,2026-04-16,R,R,F,N,111828,2026,Hyundai,Ioniq 5,2402.51,497.79,699.00,0,0.00,0,0.00,captive,60,1,1,2,1002,1020
506032,CR2,2026-04-16,R,R,F,N,210850,2026,Kia,Seltos,1275.18,738.79,699.00,0,0.00,0,0.00,captive,75,1,0,97,1024,1036
506033,CR2,2026-04-16,L,L,F,N,210980,2025,Kia,Telluride,2805.06,1247.21,699.00,1,677.83,0,0.00,captive,75,1,1,71,1026,1037
506034,CR3,2026-04-16,R,R,F,N,312211,2026,Ford,Expedition,1684.38,259.66,699.00,0,0.00,0,0.00,cash,,0,0,26,1048,1064
506035,CR3,2026-04-16,R,R,F,N,312373,2026,Ford,F-150,3082.87,2429.86,799.00,0,0.00,1,1552.88,captive,72,1,1,9,1045,1064
506036,CR3,2026-04-16,R,R,F,U,311919,2018,Kia,Sorento,3407.15,814.28,699.00,0,0.00,0,0.00,outside,84,1,1,59,1038,1064
506037,CR3,2026-04-16,R,R,F,U,312055,2018,GMC,SUV,2008.35,517.19,799.00,0,0.00,0,0.00,outside,66,1,0,44,1046,1064
506038,CR3,2026-04-16,R,R,F,U,311505,2017,Ford,Expedition,1658.56,294.23,899.00,0,0.00,0,0.00,captive,75,1,0,104,1045,1063
506039,CR3,2026-04-16,R,R,F,U,311761,2017,Ford,Bronco,1036.34,1897.72,699.00,1,644.13,1,898.57,captive,48,1,0,77,1046,1063
506040,CR3,2026-04-16,R,R,F,N,312239,2026,Ford,F-150,-1238.16,1364.06,699.00,0,0.00,1,1177.75,cash,,0,1,23,1046,1064
506041,CR3,2026-04-16,R,R,F,N,311585,2025,Ford,Explorer,1341.71,2687.55,899.00,1,488.59,1,1577.77,captive,75,1,0,96,1040,1064
506042,CR3,2026-04-16,R,R,F,U,312289,2022,Chevrolet,Silverado 1500,3729.42,1042.31,799.00,0,0.00,0,0.00,captive,72,1,0,19,1045,1064
506043,CR3,2026-04-16,R,R,F,N,311633,2026,Ford,Mustang,1620.73,3535.45,699.00,1,583.83,1,1870.02,captive,48,1,1,91,1040,1063
506044,CR4,2026-04-16,R,R,F,N,411453,2026,Chevrolet,Equinox,2076.38,2082.59,799.00,0,0.00,1,1727.57,outside,66,1,0,83,1065,1086
506045,CR4,2026-04-16,R,R,F,U,411679,2022,Hyundai,Sonata,306.65,2295.12,699.00,0,0.00,1,1395.90,outside,48,1,0,51,1067,1086
506046,CR4,2026-04-16,L,L,F,N,411365,2026,Chevrolet,Silverado 1500,2591.98,235.15,899.00,0,0.00,0,0.00,cash,,0,0,93,1068,1086
506047,CR4,2026-04-16,R,R,F,N,411729,2026,Chevrolet,Malibu,395.92,1300.12,899.00,1,681.13,0,0.00,outside,75,1,0,44,1073,1087
506048,CR4,2026-04-16,R,R,F,U,411454,2024,Toyota,Sedan,5068.37,868.67,699.00,0,0.00,0,0.00,captive,84,1,0,82,1065,1087
506049,CR4,2026-04-16,R,R,F,U,411956,2024,Chevrolet,Tahoe,2925.20,2672.06,699.00,0,0.00,1,1614.14,captive,75,1,0,15,1067,1087
506050,CR4,2026-04-16,R,R,F,U,411807,2018,Jeep,Truck,3967.66,1350.57,899.00,1,642.88,0,0.00,captive,84,1,0,34,1069,1087
506051,CR4,2026-04-16,R,W,F,N,411325,2026,Chevrolet,Tahoe,-1173.10,0.00,0.00,0,0.00,0,0.00,none,,0,0,98,1072,1086
506052,CR1,2026-04-17,R,R,F,N,111350,2026,Hyundai,Santa Fe,1199.83,2101.00,899.00,0,0.00,1,1104.52,captive,72,1,1,74,1008,1020
506053,CR1,2026-04-17,R,R,F,N,111337,2026,Hyundai,Tucson,1668.02,2244.07,799.00,0,0.00,1,1411.43,outside,72,1,0,77,1005,1020
506054,CR1,2026-04-17,R,R,F,U,111321,2022,Honda,SUV,1080.05,1756.56,699.00,1,694.34,0,0.00,outside,48,1,0,79,1005,1020
506055,CR1,2026-04-17,R,R,F,N,111558,2026,Hyundai,Sonata,707.71,1368.47,899.00,1,729.43,0,0.00,captive,72,1,1,42,1002,1021
506056,CR1,2026-04-17,R,R,F,U,111683,2021,Kia,Carnival,1802.23,2693.70,699.00,1,722.11,1,1011.79,captive,75,1,0,24,1003,1021
506057,CR1,2026-04-17,L,L,F,N,111616,2026,Hyundai,Elantra,2591.24,751.18,799.00,0,0.00,0,0.00,captive,72,1,0,34,1002,1020
506058,CR1,2026-04-17,R,R,F,U,111351,2025,Toyota,SUV,3760.73,0.00,699.00,0,0.00,0,0.00,cash,,0,1,74,1003,1021
506059,CR1,2026-04-17,R,R,F,U,111319,2022,Nissan,Truck,3666.08,390.70,899.00,0,0.00,0,0.00,outside,72,1,0,79,1003,1021
506060,CR2,2026-04-17,R,R,F,N,210933,2026,Kia,K5,2793.49,1775.88,699.00,0,0.00,1,913.51,captive,84,1,0,80,1023,1036
506061,CR2,2026-04-17,R,R,F,N,210865,2026,Kia,Sorento,2280.75,1455.78,699.00,0,0.00,1,1455.78,captive,72,1,1,94,1023,1036
506062,CR2,2026-04-17,R,R,F,N,210941,2026,Kia,Seltos,1036.03,225.54,699.00,0,0.00,0,0.00,captive,72,1,0,79,1022,1036
506063,CR2,2026-04-17,R,R,F,U,210910,2019,Nissan,Sedan,3046.40,641.85,699.00,0,0.00,0,0.00,outside,48,1,0,85,1023,1037
506064,CR2,2026-04-17,R,W,F,U,210863,2020,Jeep,Sedan,765.87,0.00,0.00,0,0.00,0,0.00,none,,0,0,95,1026,1037
506065,CR2,2026-04-17,R,W,F,U,211013,2018,Hyundai,Kona,329.19,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1027,1037
506066,CR3,2026-04-17,R,R,F,U,311672,2025,Honda,SUV,1349.39,2878.55,699.00,1,773.93,1,1532.76,outside,48,1,1,88,1048,1064
506067,CR3,2026-04-17,R,R,F,U,312425,2024,Hyundai,Ioniq 5,3518.69,1670.35,699.00,1,730.49,0,0.00,outside,66,1,1,4,1038,1064
506068,CR3,2026-04-17,R,R,F,N,311896,2026,Ford,F-150,1585.63,3104.30,899.00,1,710.11,1,1519.63,outside,60,1,1,63,1044,1063
506069,CR3,2026-04-17,R,R,F,N,312360,2026,Ford,Expedition,930.37,1551.97,899.00,1,721.83,0,0.00,captive,60,1,0,11,1047,1064
506070,CR3,2026-04-17,R,R,F,U,311874,2021,Nissan,Truck,2480.98,455.75,799.00,0,0.00,0,0.00,cash,,0,0,65,1040,1063
506071,CR3,2026-04-17,R,R,F,N,311922,2026,Ford,Maverick,3038.65,2878.51,699.00,1,724.38,1,1463.18,captive,84,1,0,59,1046,1064
506072,CR3,2026-04-17,R,R,F,U,311686,2022,Honda,Truck,3864.00,2026.82,899.00,0,0.00,1,1188.98,captive,66,1,1,86,1041,1064
506073,CR3,2026-04-17,R,R,F,N,311688,2026,Ford,Escape,3268.91,2142.15,699.00,0,0.00,1,1546.02,outside,60,1,0,86,1045,1064
506074,CR3,2026-04-17,R,R,F,U,311662,2020,Subaru,Sedan,2970.36,1186.59,699.00,1,457.02,0,0.00,outside,72,1,0,88,1045,1063
506075,CR3,2026-04-17,R,R,F,N,311680,2026,Ford,Mustang,1950.42,1014.77,699.00,0,0.00,0,0.00,captive,60,1,1,87,1042,1064
506076,CR3,2026-04-17,R,W,F,N,311774,2025,Ford,Expedition,-437.28,0.00,0.00,0,0.00,0,0.00,none,,0,0,77,1045,1063
506077,CR4,2026-04-17,R,R,F,N,411898,2026,Chevrolet,Trax,1131.04,1201.04,699.00,1,612.41,0,0.00,captive,66,1,1,23,1068,1086
506078,CR4,2026-04-17,R,R,F,N,411733,2026,Chevrolet,Trax,3002.32,1226.86,899.00,0,0.00,0,0.00,outside,60,1,1,45,1073,1086
506079,CR4,2026-04-17,R,R,F,U,411787,2021,Chevrolet,Equinox,4251.43,275.51,699.00,0,0.00,0,0.00,captive,48,1,1,38,1068,1087
506080,CR4,2026-04-17,R,R,F,N,411429,2026,Chevrolet,Equinox,1820.47,2011.80,699.00,1,516.94,1,1494.86,captive,75,1,0,86,1072,1086
506081,CR4,2026-04-17,R,R,F,N,411699,2025,Chevrolet,Silverado 1500,-81.61,2721.85,899.00,1,646.95,1,1480.58,outside,72,1,0,50,1067,1086
506082,CR4,2026-04-17,R,R,F,U,411754,2024,Subaru,Truck,1517.68,1709.22,699.00,0,0.00,1,1658.15,cash,,0,1,43,1066,1086
506083,CR1,2026-04-18,R,R,F,U,111463,2020,Chevrolet,Malibu,2881.68,684.89,799.00,0,0.00,0,0.00,outside,48,1,0,58,1002,1021
506084,CR1,2026-04-18,R,R,F,N,111308,2026,Hyundai,Kona,924.26,622.46,799.00,0,0.00,0,0.00,outside,84,1,0,81,1005,1021
506085,CR1,2026-04-18,L,L,F,N,111741,2026,Hyundai,Santa Fe,2659.39,1674.05,899.00,1,604.68,0,0.00,outside,72,1,1,17,1007,1020
506086,CR1,2026-04-18,R,R,F,N,111160,2025,Hyundai,Tucson,1741.44,2872.60,899.00,1,587.94,1,1634.92,captive,48,1,0,103,1002,1020
506087,CR1,2026-04-18,R,R,F,U,111769,2020,Nissan,SUV,1855.79,2294.72,899.00,0,0.00,1,1437.70,outside,72,1,0,12,1004,1021
506088,CR1,2026-04-18,R,R,F,U,111853,2020,Nissan,Truck,3308.26,1576.49,799.00,1,666.53,0,0.00,outside,84,1,0,1,1004,1020
506089,CR1,2026-04-18,R,R,F,N,111800,2026,Hyundai,Kona,2498.26,2084.20,699.00,0,0.00,1,1199.81,captive,48,1,1,9,1003,1021
506090,CR1,2026-04-18,R,R,F,U,111575,2023,Subaru,Sedan,4137.40,456.81,699.00,0,0.00,0,0.00,cash,,0,0,42,1008,1021
506091,CR1,2026-04-18,R,R,F,U,111329,2019,Hyundai,Palisade,3316.97,2585.48,699.00,0,0.00,1,1901.91,captive,48,1,0,79,1005,1020
506092,CR2,2026-04-18,R,R,F,U,210789,2025,Ford,Explorer,4647.32,2271.67,699.00,0,0.00,1,1479.65,captive,84,1,0,112,1026,1036
506093,CR2,2026-04-18,R,R,F,N,211294,2025,Kia,Carnival,1362.21,1779.68,899.00,0,0.00,1,1679.79,cash,,0,0,9,1026,1036
506094,CR2,2026-04-18,R,R,F,N,211236,2026,Kia,Telluride,2554.64,1362.99,699.00,1,747.67,0,0.00,outside,60,1,1,21,1025,1037
506095,CR2,2026-04-18,R,R,F,U,211170,2024,GMC,Truck,386.23,3018.59,699.00,1,776.03,1,1581.46,outside,60,1,0,33,1025,1037
