snapshot_date,store_code,stock_number,new_used,model_year,make,model,days_in_stock,cost,list_price,price_drops
2026-03-23,CR2,211096,U,2022,Honda,Sedan,23,26373.14,30517.03,0
2026-03-23,CR2,211098,U,2022,Kia,Carnival,23,12669.25,13403.59,1
2026-03-23,CR2,211099,N,2026,Kia,Carnival,23,36494.06,41234.43,0
2026-03-23,CR2,211100,N,2026,Kia,K5,23,34900.83,39471.57,0
2026-03-23,CR2,211101,U,2022,Subaru,Truck,23,17639.17,18489.51,1
2026-03-23,CR2,211102,U,2018,Jeep,SUV,23,22715.29,25428.74,0
2026-03-23,CR3,312026,U,2022,Subaru,Truck,23,23086.45,24005.77,2
2026-03-23,CR3,312027,N,2026,Ford,Mustang,23,29784.86,30669.94,3
2026-03-23,CR3,312029,U,2025,Jeep,Sedan,23,16127.07,17513.59,2
2026-03-23,CR3,312030,U,2021,Chevrolet,Trax,23,18038.14,18049.88,2
2026-03-23,CR3,312031,U,2023,Nissan,Sedan,23,12345.50,13629.25,1
2026-03-23,CR3,312032,N,2026,Ford,Maverick,23,26527.99,25972.27,5
2026-03-23,CR3,312033,N,2026,Ford,Explorer,23,15319.19,16779.44,1
2026-03-23,CR3,312034,U,2020,Jeep,Sedan,23,16353.84,18128.63,0
2026-03-23,CR3,312035,N,2026,Ford,F-150,23,36261.42,40003.83,1
2026-03-23,CR4,411710,N,2025,Chevrolet,Trax,23,24694.26,25625.16,1
2026-03-23,CR4,411711,N,2026,Chevrolet,Colorado,23,36738.34,42079.29,0
2026-03-23,CR4,411712,N,2026,Chevrolet,Silverado 1500,23,34593.10,37254.89,0
2026-03-23,CR4,411714,N,2026,Chevrolet,Blazer,23,35168.59,38380.89,0
2026-03-23,CR4,411715,N,2026,Chevrolet,Tahoe,23,24031.69,26054.02,1
2026-03-23,CR4,411716,N,2026,Chevrolet,Blazer,23,44576.90,45959.80,2
2026-03-23,CR4,411717,U,2017,Nissan,Truck,23,27561.18,29845.63,0
2026-03-23,CR4,411718,U,2017,GMC,Truck,23,17285.17,19567.19,0
2026-03-23,CR1,111529,N,2026,Hyundai,Elantra,21,34362.40,35829.87,3
2026-03-23,CR1,111530,N,2025,Hyundai,Palisade,21,23548.12,25194.30,0
2026-03-23,CR1,111531,N,2025,Hyundai,Sonata,21,34460.19,34420.08,2
2026-03-23,CR1,111532,N,2026,Hyundai,Kona,21,22018.41,23423.54,2
2026-03-23,CR1,111533,N,2025,Hyundai,Ioniq 5,21,47659.04,53872.43,0
2026-03-23,CR1,111534,N,2026,Hyundai,Kona,21,28755.56,32811.22,0
2026-03-23,CR1,111536,U,2020,Nissan,SUV,21,27642.53,27826.28,3
2026-03-23,CR2,211103,N,2026,Kia,Telluride,21,30778.90,33213.01,0
2026-03-23,CR2,211104,N,2025,Kia,Sportage,21,32266.98,35893.56,0
2026-03-23,CR2,211105,U,2019,Kia,Sportage,21,28909.73,30782.75,0
2026-03-23,CR2,211106,N,2026,Kia,Sportage,21,25370.01,28733.97,0
2026-03-23,CR2,211108,U,2023,Chevrolet,Colorado,21,23285.93,26275.16,0
2026-03-23,CR3,312036,N,2026,Ford,Explorer,21,31926.91,32971.90,2
2026-03-23,CR3,312037,U,2017,Toyota,Truck,21,16682.99,17242.39,3
2026-03-23,CR3,312038,N,2026,Ford,Maverick,21,28110.27,30614.71,0
2026-03-23,CR3,312039,N,2026,Ford,Escape,21,35551.72,36709.32,2
2026-03-23,CR3,312041,U,2019,Ford,Expedition,21,14503.77,15688.68,2
2026-03-23,CR3,312042,N,2025,Ford,Explorer,21,30053.37,29569.85,3
2026-03-23,CR3,312043,N,2025,Ford,Maverick,21,41762.95,43601.16,2
2026-03-23,CR3,312045,U,2019,Toyota,SUV,21,24787.27,28576.56,0
2026-03-23,CR3,312046,U,2018,Jeep,Truck,21,28514.21,31360.01,0
2026-03-23,CR4,411720,N,2026,Chevrolet,Colorado,21,31450.39,32906.95,2
2026-03-23,CR4,411721,U,2020,Chevrolet,Traverse,21,14880.71,16606.81,0
2026-03-23,CR4,411723,N,2026,Chevrolet,Traverse,21,29906.01,31891.85,1
2026-03-23,CR4,411724,U,2022,Kia,Seltos,21,24577.69,24764.58,2
2026-03-23,CR4,411725,U,2021,Chevrolet,Silverado 1500,21,22351.37,25859.86,0
2026-03-23,CR4,411727,N,2026,Chevrolet,Tahoe,21,24609.32,28435.03,0
2026-03-23,CR1,111537,U,2020,Honda,SUV,20,15024.58,15737.61,1
2026-03-23,CR1,111538,N,2026,Hyundai,Santa Fe,20,37715.62,42560.14,0
2026-03-23,CR1,111539,U,2025,Honda,Truck,20,21246.60,20220.11,4
2026-03-23,CR1,111540,N,2026,Hyundai,Tucson,20,20340.82,23246.58,0
2026-03-23,CR1,111541,U,2019,Hyundai,Palisade,20,25339.02,27999.92,0
2026-03-23,CR1,111542,U,2018,Jeep,SUV,20,16114.47,15188.71,4
2026-03-23,CR1,111543,U,2025,GMC,Sedan,20,19335.75,20637.14,0
2026-03-23,CR2,211109,N,2025,Kia,Forte,20,42983.84,48209.91,1
2026-03-23,CR2,211111,U,2017,Ford,Mustang,20,21798.60,21918.37,2
2026-03-23,CR2,211112,N,2026,Kia,Telluride,20,24826.60,27521.24,0
2026-03-23,CR2,211113,N,2025,Kia,K5,20,34188.87,37193.81,0
2026-03-23,CR2,211114,N,2026,Kia,Carnival,20,32401.46,35778.77,1
2026-03-23,CR3,312048,N,2026,Ford,Bronco,20,24850.52,24429.37,4
2026-03-23,CR3,312049,U,2018,Kia,Telluride,20,16750.97,16853.94,2
2026-03-23,CR3,312052,N,2026,Ford,Maverick,20,37325.67,36641.49,3
2026-03-23,CR3,312053,U,2022,Nissan,Truck,20,21039.13,22606.89,1
2026-03-23,CR3,312054,N,2026,Ford,Bronco,20,40199.79,44023.95,1
2026-03-23,CR3,312055,U,2018,GMC,SUV,20,27782.81,32203.89,0
2026-03-23,CR3,312057,U,2023,Ford,F-150,20,26668.46,28428.22,1
2026-03-23,CR4,411728,N,2026,Chevrolet,Malibu,20,32885.76,35147.62,0
2026-03-23,CR4,411729,N,2026,Chevrolet,Malibu,20,26231.99,28040.93,0
2026-03-23,CR4,411730,N,2026,Chevrolet,Silverado 1500,20,42099.81,48036.05,0
2026-03-23,CR4,411731,U,2018,Kia,Carnival,20,22234.09,22211.54,2
2026-03-23,CR4,411732,N,2025,Chevrolet,Blazer,20,37464.49,37860.64,2
2026-03-23,CR4,411733,N,2026,Chevrolet,Trax,20,37885.88,42873.53,0
2026-03-23,CR4,411734,N,2026,Chevrolet,Silverado 1500,20,32339.88,35638.75,0
2026-03-23,CR4,411735,U,2025,Hyundai,Tucson,20,19151.77,22147.63,0
2026-03-23,CR1,111544,N,2025,Hyundai,Santa Fe,19,21339.49,21781.22,3
2026-03-23,CR1,111545,N,2026,Hyundai,Kona,19,36476.89,40556.80,1
2026-03-23,CR1,111547,U,2020,Toyota,Sedan,19,27110.27,25781.75,4
2026-03-23,CR1,111548,U,2019,Jeep,SUV,19,17772.23,19826.63,0
2026-03-23,CR1,111549,N,2026,Hyundai,Tucson,19,21099.02,22430.28,0
2026-03-23,CR2,211115,N,2026,Kia,Seltos,19,23474.47,25359.98,2
2026-03-23,CR2,211116,U,2018,Honda,SUV,19,27181.68,30112.58,1
2026-03-23,CR2,211117,N,2025,Kia,Sorento,19,46566.33,51733.94,0
2026-03-23,CR2,211118,N,2026,Kia,Telluride,19,40423.67,45284.06,0
2026-03-23,CR2,211119,N,2026,Kia,Seltos,19,29034.00,28834.07,3
2026-03-23,CR2,211120,N,2026,Kia,Carnival,19,26899.79,29134.07,0
2026-03-23,CR3,312058,U,2023,Kia,Telluride,19,15074.02,16362.74,1
2026-03-23,CR3,312059,N,2026,Ford,Mustang,19,32146.54,34083.62,0
2026-03-23,CR3,312061,N,2025,Ford,Expedition,19,25211.82,26240.22,2
2026-03-23,CR3,312062,N,2026,Ford,Bronco,19,32930.62,33550.28,3
2026-03-23,CR3,312063,U,2025,Nissan,SUV,19,27425.92,29561.87,2
2026-03-23,CR3,312064,N,2026,Ford,Maverick,19,34393.48,35328.76,3
2026-03-23,CR3,312066,N,2025,Ford,F-150,19,32876.19,36325.78,0
2026-03-23,CR3,312067,U,2019,Chevrolet,Equinox,19,13740.41,14844.97,2
2026-03-23,CR4,411736,N,2026,Chevrolet,Silverado 1500,19,47290.77,51597.63,0
2026-03-23,CR4,411738,U,2019,GMC,Truck,19,29240.12,31038.58,1
2026-03-23,CR4,411739,N,2026,Chevrolet,Silverado 1500,19,47527.57,54532.71,0
2026-03-23,CR4,411741,N,2026,Chevrolet,Tahoe,19,22791.19,24558.51,0
2026-03-23,CR4,411742,U,2021,Subaru,Sedan,19,22593.31,24094.69,0
2026-03-23,CR4,411743,N,2026,Chevrolet,Blazer,19,28967.06,32096.09,0
2026-03-23,CR4,411745,N,2025,Chevrolet,Trax,19,42035.46,43982.66,1
2026-03-23,CR1,111550,U,2024,Ford,Mustang,18,17715.76,18626.67,1
2026-03-23,CR1,111551,N,2026,Hyundai,Elantra,18,32615.68,33181.86,2
2026-03-23,CR1,111552,N,2026,Hyundai,Tucson,18,31037.09,34595.94,1
2026-03-23,CR1,111553,N,2026,Hyundai,Sonata,18,36321.86,39525.48,2
2026-03-23,CR1,111554,N,2026,Hyundai,Ioniq 5,18,35193.94,39155.81,1
2026-03-23,CR1,111555,U,2018,Honda,Truck,18,20656.94,21900.91,0
2026-03-23,CR1,111557,N,2025,Hyundai,Santa Fe,18,33295.73,36940.20,0
2026-03-23,CR2,211121,N,2026,Kia,Sportage,18,34183.67,35608.63,2
2026-03-23,CR2,211122,U,2023,Ford,Expedition,18,16368.77,16956.91,1
2026-03-23,CR2,211123,N,2025,Kia,Forte,18,35212.97,40312.01,0
2026-03-23,CR2,211124,U,2020,Toyota,Truck,18,22546.11,23216.77,1
2026-03-23,CR2,211125,N,2026,Kia,Seltos,18,25841.29,27349.86,2
2026-03-23,CR2,211126,U,2020,Jeep,Sedan,18,19185.61,20957.60,0
2026-03-23,CR2,211127,N,2025,Kia,Forte,18,30716.47,33011.03,0
2026-03-23,CR2,211128,N,2026,Kia,Carnival,18,42489.69,39178.99,6
2026-03-23,CR2,211129,U,2022,GMC,Sedan,18,18883.10,19902.75,1
2026-03-23,CR3,312068,N,2026,Ford,Mustang,18,24196.71,26199.56,1
2026-03-23,CR3,312069,U,2017,Kia,Sportage,18,10937.90,11207.05,3
2026-03-23,CR3,312070,U,2020,Ford,Maverick,18,26516.53,26699.41,2
2026-03-23,CR3,312072,N,2026,Ford,Mustang,18,23607.72,24759.33,1
2026-03-23,CR3,312073,U,2023,Subaru,Sedan,18,15984.66,15938.69,3
2026-03-23,CR3,312075,N,2026,Ford,Explorer,18,30438.08,31941.78,1
2026-03-23,CR3,312077,N,2025,Ford,Explorer,18,23440.14,25713.37,1
2026-03-23,CR4,411746,N,2025,Chevrolet,Blazer,18,32763.85,35230.36,0
2026-03-23,CR4,411747,N,2026,Chevrolet,Colorado,18,29013.86,32028.64,0
2026-03-23,CR4,411748,U,2022,Hyundai,Santa Fe,18,18878.81,21760.57,0
2026-03-23,CR4,411749,N,2026,Chevrolet,Traverse,18,24639.25,28311.60,0
2026-03-23,CR4,411750,U,2025,Subaru,SUV,18,20537.25,21497.68,1
2026-03-23,CR4,411751,N,2025,Chevrolet,Blazer,18,25292.76,27381.46,0
2026-03-23,CR4,411752,N,2025,Chevrolet,Trax,18,37500.58,41093.94,0
2026-03-23,CR4,411753,N,2026,Chevrolet,Equinox,18,31078.78,31686.84,2
2026-03-23,CR4,411754,U,2024,Subaru,Truck,18,26471.95,29327.32,0
2026-03-23,CR1,111558,N,2026,Hyundai,Sonata,17,30259.24,32786.57,0
2026-03-23,CR1,111559,N,2026,Hyundai,Sonata,17,38922.65,43279.59,0
2026-03-23,CR1,111560,N,2026,Hyundai,Kona,17,25434.56,28755.63,0
2026-03-23,CR1,111561,U,2020,Ford,Escape,17,26830.66,28844.70,0
2026-03-23,CR1,111563,N,2026,Hyundai,Santa Fe,17,33576.60,37792.11,0
2026-03-23,CR1,111564,N,2026,Hyundai,Tucson,17,35988.63,37825.72,2
2026-03-23,CR2,211130,U,2021,Nissan,Sedan,17,14571.95,15631.37,0
2026-03-23,CR2,211131,U,2025,Toyota,SUV,17,18613.96,19548.24,3
2026-03-23,CR2,211132,U,2019,Kia,Telluride,17,16017.24,18023.50,0
2026-03-23,CR3,312078,N,2026,Ford,F-150,17,41116.28,41750.63,2
2026-03-23,CR3,312079,U,2021,Ford,Bronco,17,25840.65,28775.08,1
2026-03-23,CR3,312080,U,2019,Nissan,Sedan,17,18978.76,21053.51,1
2026-03-23,CR3,312081,N,2026,Ford,F-150,17,53304.62,58717.75,1
2026-03-23,CR3,312082,U,2025,Chevrolet,Trax,17,20689.61,21466.22,1
2026-03-23,CR3,312083,N,2025,Ford,Bronco,17,40320.38,45311.29,1
2026-03-23,CR3,312084,N,2026,Ford,Maverick,17,23164.05,25950.72,1
2026-03-23,CR3,312085,U,2019,Ford,Maverick,17,11734.00,12644.25,1
2026-03-23,CR3,312086,N,2026,Ford,Escape,17,34316.11,35877.49,1
2026-03-23,CR3,312087,U,2018,Subaru,Truck,17,19716.51,22225.41,0
2026-03-23,CR3,312088,N,2026,Ford,Explorer,17,21463.48,23611.74,0
2026-03-23,CR4,411755,U,2021,Honda,Sedan,17,18808.02,20126.28,0
2026-03-23,CR4,411756,U,2021,Honda,SUV,17,26583.22,30353.81,0
2026-03-23,CR4,411757,N,2026,Chevrolet,Colorado,17,44601.77,48657.50,1
2026-03-23,CR4,411758,U,2020,GMC,SUV,17,20057.08,23064.09,0
2026-03-23,CR4,411759,U,2017,Ford,Escape,17,16182.85,16313.57,4
2026-03-23,CR4,411760,U,2020,Nissan,Sedan,17,16561.62,18070.29,1
2026-03-23,CR4,411761,U,2019,GMC,SUV,17,15646.36,18020.86,0
2026-03-23,CR4,411762,N,2026,Chevrolet,Blazer,17,36245.20,39717.74,1
2026-03-23,CR4,411763,U,2024,Jeep,Sedan,17,23296.04,25223.64,2
2026-03-23,CR1,111566,U,2020,Kia,Sorento,16,9809.09,10092.88,2
2026-03-23,CR1,111567,N,2026,Hyundai,Kona,16,36285.35,40060.17,0
2026-03-23,CR1,111569,N,2026,Hyundai,Ioniq 5,16,26941.04,29563.82,0
2026-03-23,CR1,111570,N,2026,Hyundai,Sonata,16,32117.44,36684.99,0
2026-03-23,CR1,111571,U,2019,Chevrolet,Blazer,16,13556.60,15187.67,0
2026-03-23,CR1,111572,U,2017,Chevrolet,Blazer,16,28619.26,30413.40,2
2026-03-23,CR1,111573,N,2026,Hyundai,Santa Fe,16,32559.30,31500.80,3
2026-03-23,CR1,111574,U,2024,Nissan,Sedan,16,27640.58,30555.24,1
2026-03-23,CR1,111575,U,2023,Subaru,Sedan,16,19091.38,21075.19,0
2026-03-23,CR2,211133,N,2026,Kia,Carnival,16,31174.57,35415.59,0
2026-03-23,CR2,211134,N,2026,Kia,Carnival,16,18397.52,19368.38,3
2026-03-23,CR2,211135,N,2026,Kia,Seltos,16,40996.23,43752.30,1
2026-03-23,CR2,211136,U,2020,Nissan,Sedan,16,18320.90,18936.85,2
2026-03-23,CR2,211137,N,2026,Kia,Seltos,16,27650.14,27629.89,4
2026-03-23,CR2,211138,U,2020,Kia,K5,16,20664.74,21447.83,1
2026-03-23,CR3,312089,N,2025,Ford,Expedition,16,30004.77,33008.42,1
2026-03-23,CR3,312090,N,2026,Ford,Escape,16,38837.75,41303.45,0
2026-03-23,CR3,312091,U,2020,Subaru,SUV,16,26792.40,28087.73,2
2026-03-23,CR3,312092,N,2025,Ford,Bronco,16,28069.62,29627.14,3
2026-03-23,CR3,312093,N,2025,Ford,Mustang,16,25640.75,26918.94,2
2026-03-23,CR3,312094,U,2022,Toyota,Truck,16,16467.83,17127.21,1
2026-03-23,CR3,312095,N,2026,Ford,Expedition,16,40878.66,45430.91,0
2026-03-23,CR3,312096,N,2026,Ford,Bronco,16,35489.89,38659.69,0
2026-03-23,CR3,312097,N,2025,Ford,Maverick,16,38393.87,38755.90,2
2026-03-23,CR4,411764,U,2017,Nissan,SUV,16,21592.11,23756.80,0
2026-03-23,CR4,411765,U,2025,Subaru,Truck,16,23356.98,23317.27,3
2026-03-23,CR4,411767,N,2026,Chevrolet,Equinox,16,32917.36,36939.33,0
2026-03-23,CR4,411769,U,2022,Chevrolet,Equinox,16,25713.36,27768.75,0
2026-03-23,CR4,411770,N,2025,Chevrolet,Equinox,16,29418.58,34013.85,0
2026-03-23,CR4,411771,N,2025,Chevrolet,Tahoe,16,36937.91,37600.47,2
2026-03-23,CR4,411772,N,2025,Chevrolet,Colorado,16,34124.29,38745.88,0
2026-03-23,CR4,411774,U,2025,Kia,K5,16,24791.21,26926.91,1
2026-03-23,CR1,111576,N,2026,Hyundai,Ioniq 5,14,29646.24,30355.68,4
2026-03-23,CR1,111577,U,2017,Nissan,Truck,14,28363.14,29812.58,2
2026-03-23,CR1,111578,N,2026,Hyundai,Sonata,14,21532.06,24296.86,0
2026-03-23,CR1,111579,N,2026,Hyundai,Palisade,14,36581.93,39147.76,1
2026-03-23,CR1,111580,U,2025,Hyundai,Elantra,14,20857.04,22139.95,0
2026-03-23,CR1,111581,U,2023,Honda,SUV,14,23119.34,25267.80,0
2026-03-23,CR2,211139,N,2026,Kia,Sportage,14,37520.79,43248.70,0
2026-03-23,CR2,211141,N,2025,Kia,Carnival,14,20938.40,23937.02,0
2026-03-23,CR2,211142,U,2019,Kia,Carnival,14,9796.66,9767.80,4
2026-03-23,CR3,312098,U,2022,Subaru,SUV,14,20149.84,21910.55,0
2026-03-23,CR3,312099,N,2026,Ford,Mustang,14,26430.66,27205.87,1
2026-03-23,CR3,312102,N,2026,Ford,Escape,14,30340.61,31756.68,1
2026-03-23,CR3,312103,N,2025,Ford,Bronco,14,34914.41,33222.06,5
2026-03-23,CR3,312104,N,2026,Ford,Expedition,14,35734.51,39360.26,1
2026-03-23,CR3,312105,N,2026,Ford,F-150,14,29708.55,30411.75,3
2026-03-23,CR3,312106,U,2024,Toyota,Sedan,14,30940.65,31712.16,3
2026-03-23,CR4,411775,N,2025,Chevrolet,Colorado,14,24398.37,27395.02,1
2026-03-23,CR4,411776,U,2022,Ford,Super Duty,14,22073.20,25247.64,0
2026-03-23,CR4,411777,U,2025,Subaru,Sedan,14,24930.00,28037.46,1
2026-03-23,CR4,411778,N,2026,Chevrolet,Trax,14,35941.85,39125.73,0
2026-03-23,CR4,411779,U,2023,Honda,Sedan,14,22757.03,24680.75,2
2026-03-23,CR4,411780,N,2026,Chevrolet,Trax,14,40336.28,43691.66,0
2026-03-23,CR4,411781,N,2026,Chevrolet,Tahoe,14,39956.52,45393.64,0
2026-03-23,CR1,111583,U,2020,Honda,SUV,13,23080.34,24605.40,0
2026-03-23,CR1,111584,N,2026,Hyundai,Elantra,13,29274.24,32182.12,1
2026-03-23,CR1,111585,U,2022,Jeep,Sedan,13,23631.65,25253.45,2
2026-03-23,CR1,111587,N,2025,Hyundai,Santa Fe,13,30195.99,32970.41,1
2026-03-23,CR1,111588,N,2026,Hyundai,Elantra,13,36647.69,38694.54,2
2026-03-23,CR1,111589,U,2019,Jeep,Sedan,13,19268.94,21885.80,0
2026-03-23,CR2,211144,U,2019,Nissan,SUV,13,12633.91,14029.59,0
2026-03-23,CR2,211145,U,2024,Chevrolet,Silverado 1500,13,19115.05,19988.69,2
2026-03-23,CR2,211146,N,2026,Kia,Sportage,13,34025.05,38128.72,0
2026-03-23,CR2,211147,U,2022,Kia,Sportage,13,19872.98,22974.68,0
2026-03-23,CR2,211148,U,2023,Subaru,Sedan,13,18783.04,18838.13,2
2026-03-23,CR2,211149,N,2025,Kia,Seltos,13,33440.86,36915.89,1
2026-03-23,CR3,312108,U,2025,Nissan,Truck,13,17280.47,19236.56,1
2026-03-23,CR3,312109,N,2026,Ford,Maverick,13,34807.76,36643.06,3
2026-03-23,CR3,312110,N,2025,Ford,Super Duty,13,39548.62,42919.10,1
2026-03-23,CR3,312111,N,2026,Ford,Maverick,13,17390.56,18021.61,1
2026-03-23,CR3,312113,N,2025,Ford,Bronco,13,30763.95,34253.08,1
2026-03-23,CR3,312114,U,2023,Chevrolet,Tahoe,13,24434.41,25424.92,1
2026-03-23,CR3,312116,N,2026,Ford,Maverick,13,15825.79,18138.70,0
2026-03-23,CR3,312117,N,2026,Ford,Bronco,13,36581.96,39205.73,2
2026-03-23,CR3,312118,N,2026,Ford,Super Duty,13,37198.56,39223.29,1
2026-03-23,CR4,411782,N,2025,Chevrolet,Colorado,13,40735.68,44443.76,0
2026-03-23,CR4,411783,U,2021,Nissan,SUV,13,11426.19,12829.11,0
2026-03-23,CR4,411784,N,2026,Chevrolet,Traverse,13,20309.72,22792.26,0
2026-03-23,CR4,411785,N,2026,Chevrolet,Malibu,13,29574.16,33520.76,0
2026-03-23,CR4,411786,N,2026,Chevrolet,Trax,13,38521.08,40727.30,2
2026-03-23,CR4,411787,U,2021,Chevrolet,Equinox,13,14080.00,16232.67,0
2026-03-23,CR4,411788,U,2020,Jeep,Truck,13,15586.53,17281.42,0
2026-03-23,CR4,411790,N,2026,Chevrolet,Colorado,13,39054.39,44151.19,0
2026-03-23,CR1,111590,U,2023,Ford,Expedition,12,16023.15,17456.93,2
2026-03-23,CR1,111591,N,2025,Hyundai,Santa Fe,12,36016.56,37226.17,1
2026-03-23,CR1,111592,N,2026,Hyundai,Sonata,12,35948.33,39127.96,0
2026-03-23,CR1,111593,N,2026,Hyundai,Ioniq 5,12,30392.97,33936.92,0
2026-03-23,CR1,111594,U,2024,Honda,SUV,12,15766.51,16984.59,2
2026-03-23,CR1,111596,N,2026,Hyundai,Sonata,12,36309.40,39218.06,0
2026-03-23,CR1,111597,N,2026,Hyundai,Tucson,12,37988.12,42116.86,0
2026-03-23,CR1,111598,U,2022,Honda,Sedan,12,20432.31,21852.13,0
2026-03-23,CR2,211150,U,2021,Subaru,Truck,12,10437.44,11034.52,1
2026-03-23,CR2,211151,U,2022,Subaru,Sedan,12,24464.40,25010.38,2
2026-03-23,CR3,312119,N,2026,Ford,Expedition,12,26516.93,27216.95,3
2026-03-23,CR3,312120,U,2018,Kia,Seltos,12,23639.34,24182.25,3
2026-03-23,CR3,312121,U,2019,Hyundai,Palisade,12,10844.96,11664.51,2
2026-03-23,CR3,312123,N,2026,Ford,Explorer,12,29212.02,32732.20,0
2026-03-23,CR3,312124,N,2026,Ford,F-150,12,31659.46,36305.37,0
2026-03-23,CR3,312125,U,2019,Honda,SUV,12,32599.63,36952.58,0
2026-03-23,CR3,312126,N,2025,Ford,Explorer,12,26382.46,26737.94,3
2026-03-23,CR4,411791,U,2021,Toyota,Sedan,12,23990.70,26006.92,1
2026-03-23,CR4,411792,U,2024,Jeep,Sedan,12,20538.39,22968.97,0
2026-03-23,CR4,411794,N,2026,Chevrolet,Tahoe,12,36221.07,38422.99,0
2026-03-23,CR4,411795,N,2026,Chevrolet,Trax,12,42952.92,49489.32,0
2026-03-23,CR4,411796,N,2026,Chevrolet,Traverse,12,37851.52,42368.67,1
2026-03-23,CR4,411797,N,2026,Chevrolet,Equinox,12,29691.64,32857.80,0
2026-03-23,CR4,411798,N,2025,Chevrolet,Colorado,12,32928.90,34542.48,2
2026-03-23,CR1,111599,N,2026,Hyundai,Palisade,11,14344.06,14063.46,3
2026-03-23,CR1,111600,N,2026,Hyundai,Elantra,11,26700.37,29917.26,1
2026-03-23,CR1,111601,N,2026,Hyundai,Ioniq 5,11,25309.85,25635.17,2
2026-03-23,CR1,111602,N,2026,Hyundai,Ioniq 5,11,31480.94,35679.86,0
2026-03-23,CR1,111603,N,2026,Hyundai,Palisade,11,35191.80,38693.06,0
2026-03-23,CR1,111604,U,2020,Toyota,SUV,11,16429.90,18003.02,1
2026-03-23,CR1,111605,U,2019,GMC,Sedan,11,19556.32,20117.70,1
2026-03-23,CR1,111606,N,2026,Hyundai,Palisade,11,36190.91,36735.26,3
2026-03-23,CR2,211152,U,2023,Jeep,Truck,11,28950.96,31660.85,0
2026-03-23,CR2,211153,N,2026,Kia,Sorento,11,23969.61,23436.23,4
2026-03-23,CR2,211154,N,2026,Kia,Sorento,11,32279.26,33536.62,1
2026-03-23,CR2,211155,N,2026,Kia,Sorento,11,26090.32,29234.50,0
2026-03-23,CR2,211156,N,2026,Kia,Carnival,11,42551.56,46340.84,0
2026-03-23,CR2,211157,U,2022,Subaru,Truck,11,26977.74,29804.99,0
2026-03-23,CR3,312127,U,2025,Chevrolet,Trax,11,10360.10,10432.42,3
2026-03-23,CR3,312128,N,2026,Ford,Mustang,11,28419.11,32953.50,0
2026-03-23,CR3,312129,N,2026,Ford,Expedition,11,32523.71,32595.95,2
2026-03-23,CR3,312131,N,2026,Ford,Mustang,11,20821.64,22168.68,0
2026-03-23,CR3,312132,N,2026,Ford,Escape,11,43108.34,43453.97,4
2026-03-23,CR3,312133,U,2024,GMC,SUV,11,19541.84,21959.30,1
2026-03-23,CR3,312134,N,2026,Ford,Bronco,11,19325.27,21146.77,0
2026-03-23,CR4,411799,N,2026,Chevrolet,Malibu,11,37354.64,40127.56,2
2026-03-23,CR4,411800,U,2023,Nissan,Sedan,11,32490.79,35777.92,0
2026-03-23,CR4,411801,U,2023,Subaru,Truck,11,6000.00,6269.27,2
2026-03-23,CR4,411802,N,2026,Chevrolet,Traverse,11,43010.36,47597.59,0
2026-03-23,CR4,411803,N,2026,Chevrolet,Malibu,11,43449.83,48658.96,0
2026-03-23,CR4,411804,U,2017,Jeep,SUV,11,28323.97,31890.55,0
2026-03-23,CR1,111608,U,2023,Subaru,Sedan,10,18868.39,21741.99,0
2026-03-23,CR1,111609,U,2018,Jeep,SUV,10,21929.84,21986.90,2
2026-03-23,CR1,111610,U,2020,Subaru,Sedan,10,24756.24,26526.28,1
2026-03-23,CR1,111611,N,2025,Hyundai,Santa Fe,10,36430.57,39227.06,0
2026-03-23,CR1,111612,U,2018,Hyundai,Tucson,10,20951.58,21024.20,3
2026-03-23,CR1,111613,U,2020,Jeep,SUV,10,19680.22,21297.22,0
2026-03-23,CR1,111614,U,2022,Chevrolet,Equinox,10,22027.97,22955.45,1
2026-03-23,CR2,211158,N,2025,Kia,Carnival,10,33701.43,35780.95,1
2026-03-23,CR2,211159,N,2026,Kia,Seltos,10,26430.42,28289.90,0
2026-03-23,CR2,211160,N,2026,Kia,Seltos,10,28256.93,30314.62,0
2026-03-23,CR2,211161,U,2021,Ford,Bronco,10,29220.78,32354.48,0
2026-03-23,CR2,211162,N,2026,Kia,Telluride,10,21466.27,22349.45,2
2026-03-23,CR2,211163,U,2017,Ford,F-150,10,31290.98,34030.03,1
2026-03-23,CR2,211164,N,2026,Kia,Forte,10,41387.62,38585.70,5
2026-03-23,CR3,312135,N,2026,Ford,Expedition,10,22058.49,23523.49,0
2026-03-23,CR3,312136,N,2026,Ford,Super Duty,10,28748.55,30018.10,1
2026-03-23,CR3,312137,N,2026,Ford,Escape,10,23058.79,25870.62,0
2026-03-23,CR3,312138,U,2024,Ford,Maverick,10,6000.00,6412.46,1
2026-03-23,CR3,312139,N,2025,Ford,Mustang,10,37981.94,38703.54,2
2026-03-23,CR3,312140,N,2026,Ford,Explorer,10,35784.62,39088.54,0
2026-03-23,CR3,312141,N,2026,Ford,Explorer,10,15556.56,16742.99,0
2026-03-23,CR3,312142,N,2026,Ford,Bronco,10,27681.52,28022.28,2
2026-03-23,CR3,312143,U,2021,Kia,Carnival,10,18252.40,19744.80,1
2026-03-23,CR3,312144,N,2026,Ford,Expedition,10,35291.10,34297.20,4
2026-03-23,CR4,411806,U,2019,Subaru,SUV,10,16338.10,16711.57,2
