store_code,report_date,unit_count,deal_count,new_units,used_units,front_gross,fi_gross,total_gross,doc_fee
CR2,2026-07-22,9,9,7,2,15136.24,11207.76,"26,344.00",7291.00
CR2,2026-07-23,7,7,3,4,19933.30,12354.28,"32,287.58",5293.00
CR2,2026-07-24,4,4,4,0,3517.47,4277.57,"7,795.04",2996.00
CR2,2026-07-25,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-07-26,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-07-27,4,4,2,2,6874.51,7177.96,"14,052.47",3196.00
CR2,2026-07-28,6,6,3,3,8485.65,4164.66,"12,650.31",4694.00
CR2,2026-07-29,8,8,3,5,14248.19,6202.35,"20,450.54",6192.00
CR2,2026-07-30,5,5,3,2,10814.28,9401.35,"20,215.63",3895.00
CR2,2026-07-31,3,3,2,1,10379.58,4774.46,"15,154.04",2497.00
CR2,2026-08-01,8,8,8,0,15499.70,12105.87,"27,605.57",6292.00
CR2,2026-08-02,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-08-03,8,8,6,2,22016.85,13259.68,"35,276.53",6192.00
CR2,2026-08-04,5,5,5,0,3327.08,8473.86,"11,800.94",3795.00
CR2,2026-08-05,4,4,3,1,9838.37,3671.92,"13,510.29",2996.00
CR2,2026-08-06,4,4,2,2,6894.05,5709.17,"12,603.22",3096.00
CR2,2026-08-07,4,4,1,3,9927.30,5154.09,"15,081.39",2996.00
CR2,2026-08-08,9,9,8,1,9936.90,13160.44,"23,097.34",6991.00
CR2,2026-08-09,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-08-10,4,4,0,4,6560.38,5046.63,"11,607.01",3196.00
CR2,2026-08-11,4,4,2,2,10288.05,7769.88,"18,057.93",3296.00
CR2,2026-08-12,3,3,2,1,8132.71,1014.76,"9,147.47",2497.00
CR2,2026-08-13,6,6,3,3,13138.24,9104.17,"22,242.41",4694.00
CR2,2026-08-14,6,6,4,2,9625.65,7047.28,"16,672.93",4594.00
CR2,2026-08-15,6,6,6,0,6358.63,9059.90,"15,418.53",4794.00
CR2,2026-08-16,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-08-17,7,7,4,3,15642.16,8973.14,"24,615.30",5393.00
CR2,2026-08-18,2,2,1,1,5220.02,3003.82,"8,223.84",1398.00
CR2,2026-08-19,8,8,7,1,11954.89,11169.05,"23,123.94",5992.00
CR2,2026-08-20,4,4,4,0,9984.60,5098.22,"15,082.82",3196.00
CR2,2026-08-21,7,7,4,3,13800.89,7802.15,"21,603.04",5293.00
CR2,2026-08-22,5,5,2,3,16293.45,5572.42,"21,865.87",3795.00
CR2,2026-08-23,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-08-24,6,6,5,1,9629.92,9061.89,"18,691.81",4594.00
CR2,2026-08-25,6,6,4,2,10681.57,10248.20,"20,929.77",4894.00
CR2,2026-08-26,4,4,1,3,11346.52,6034.08,"17,380.60",3296.00
CR2,2026-08-27,8,8,3,5,17154.71,6888.92,"24,043.63",6392.00
CR2,2026-08-28,6,6,3,3,11911.74,5867.80,"17,779.54",4494.00
CR2,2026-08-29,7,7,3,4,13782.73,7512.26,"21,294.99",5593.00
CR2,2026-08-30,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-08-31,7,7,3,4,15257.07,9901.93,"25,159.00",5593.00
CR2,2026-09-01,6,6,3,3,12731.19,7397.08,"20,128.27",4594.00
CR2,2026-09-02,2,2,1,1,5318.60,3842.93,"9,161.53",1598.00
CR3,2025-09-01,7,7,5,2,10877.37,8252.12,"19,129.49",5093.00
CR3,2025-09-02,7,7,5,2,16758.81,13340.38,"30,099.19",5193.00
CR3,2025-09-03,9,9,8,1,17455.45,8962.76,"26,418.21",7291.00
CR3,2025-09-04,7,7,4,3,9545.57,11159.35,"20,704.92",5393.00
CR3,2025-09-05,14,14,9,5,27767.19,20622.32,"48,389.51",10586.00
CR3,2025-09-06,10,10,7,3,20567.65,11501.64,"32,069.29",8290.00
CR3,2025-09-07,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-09-08,7,7,6,1,9501.87,13063.66,"22,565.53",5393.00
CR3,2025-09-09,7,7,6,1,14942.23,7395.78,"22,338.01",5293.00
CR3,2025-09-10,10,10,7,3,22677.21,10272.27,"32,949.48",7190.00
CR3,2025-09-11,6,6,4,2,9618.26,4617.28,"14,235.54",4994.00
CR3,2025-09-12,9,9,6,3,15252.07,15868.17,"31,120.24",7191.00
CR3,2025-09-13,10,10,7,3,20289.86,9566.25,"29,856.11",8290.00
CR3,2025-09-14,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-09-15,10,10,9,1,19576.98,14457.28,"34,034.26",8290.00
CR3,2025-09-16,6,6,2,4,8026.86,9585.93,"17,612.79",4794.00
CR3,2025-09-17,11,11,6,5,24462.12,15574.66,"40,036.78",8589.00
CR3,2025-09-18,11,11,6,5,24624.83,9106.91,"33,731.74",8689.00
CR3,2025-09-19,6,6,2,4,13965.39,3861.06,"17,826.45",4694.00
CR3,2025-09-20,9,9,7,2,21530.82,12524.30,"34,055.12",6991.00
CR3,2025-09-21,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-09-22,8,8,6,2,12737.19,7732.12,"20,469.31",6192.00
CR3,2025-09-23,7,7,6,1,14589.66,6812.22,"21,401.88",5393.00
CR3,2025-09-24,8,8,4,4,18995.34,11566.63,"30,561.97",6292.00
CR3,2025-09-25,8,8,3,5,19583.41,7508.64,"27,092.05",6092.00
CR3,2025-09-26,8,8,6,2,17520.90,8901.91,"26,422.81",5992.00
CR3,2025-09-27,11,11,7,4,23756.55,20303.95,"44,060.50",8889.00
CR3,2025-09-28,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-09-29,7,7,3,4,13644.73,8278.64,"21,923.37",5593.00
CR3,2025-09-30,7,7,5,2,13423.26,6822.83,"20,246.09",5193.00
CR3,2025-10-01,8,8,3,5,17496.68,10202.33,"27,699.01",6292.00
CR3,2025-10-02,9,9,3,6,18862.76,9482.98,"28,345.74",6991.00
CR3,2025-10-03,9,9,7,2,13540.33,14550.15,"28,090.48",6591.00
CR3,2025-10-04,12,12,9,3,20934.84,16024.38,"36,959.22",9088.00
CR3,2025-10-05,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-10-06,6,6,3,3,17277.05,5744.49,"23,021.54",4794.00
CR3,2025-10-07,7,7,5,2,8140.61,8458.28,"16,598.89",5093.00
CR3,2025-10-08,8,8,4,4,19314.37,9417.87,"28,732.24",6092.00
CR3,2025-10-09,10,10,4,6,23977.19,13737.06,"37,714.25",7790.00
CR3,2025-10-10,9,9,5,4,17536.91,16533.30,"34,070.21",7391.00
CR3,2025-10-11,13,13,10,3,23684.75,19900.89,"43,585.64",10187.00
CR3,2025-10-12,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-10-13,7,7,6,1,13455.72,7090.46,"20,546.18",5593.00
CR3,2025-10-14,7,7,4,3,14395.23,10226.16,"24,621.39",5593.00
CR3,2025-10-15,6,6,6,0,9498.92,5535.98,"15,034.90",4894.00
CR3,2025-10-16,10,10,6,4,14566.33,10878.15,"25,444.48",7390.00
CR3,2025-10-17,11,11,6,5,29784.45,14034.49,"43,818.94",8889.00
CR3,2025-10-18,13,13,7,6,30785.34,21409.61,"52,194.95",9987.00
CR3,2025-10-19,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-10-20,8,8,4,4,13966.49,9700.50,"23,666.99",6592.00
CR3,2025-10-21,11,11,7,4,25373.49,12331.85,"37,705.34",8589.00
CR3,2025-10-22,8,8,6,2,12278.26,11133.87,"23,412.13",5992.00
CR3,2025-10-23,5,5,4,1,9596.18,4939.23,"14,535.41",3895.00
CR3,2025-10-24,11,11,5,6,26059.15,12037.79,"38,096.94",9089.00
CR3,2025-10-25,13,13,6,7,26136.05,14725.52,"40,861.57",9787.00
CR3,2025-10-26,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-10-27,6,6,4,2,11519.70,12864.00,"24,383.70",4594.00
CR3,2025-10-28,9,9,6,3,20131.34,17515.32,"37,646.66",6891.00
CR3,2025-10-29,7,7,5,2,16289.38,6938.32,"23,227.70",5593.00
CR3,2025-10-30,8,8,7,1,11654.32,11371.26,"23,025.58",6792.00
CR3,2025-10-31,5,5,0,5,17196.38,4223.84,"21,420.22",3695.00
CR3,2025-11-01,13,13,10,3,30303.98,17409.76,"47,713.74",10487.00
CR3,2025-11-02,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-11-03,7,7,3,4,17787.89,10240.87,"28,028.76",5693.00
CR3,2025-11-04,5,5,3,2,9407.02,7887.63,"17,294.65",3695.00
CR3,2025-11-05,4,4,3,1,4940.41,6990.98,"11,931.39",2996.00
CR3,2025-11-06,7,7,5,2,18607.62,13467.97,"32,075.59",5993.00
CR3,2025-11-07,12,12,9,3,16018.58,15192.84,"31,211.42",8888.00
CR3,2025-11-08,15,15,8,7,31751.96,24526.70,"56,278.66",11585.00
CR3,2025-11-09,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-11-10,8,8,5,3,17331.35,16384.95,"33,716.30",5992.00
CR3,2025-11-11,9,9,5,4,20814.86,7737.59,"28,552.45",7291.00
CR3,2025-11-12,8,8,6,2,12091.11,11622.19,"23,713.30",6292.00
CR3,2025-11-13,7,7,3,4,19008.39,15294.54,"34,302.93",5293.00
CR3,2025-11-14,8,8,5,3,20758.54,11197.43,"31,955.97",6092.00
CR3,2025-11-15,11,11,6,5,26792.40,13240.01,"40,032.41",8389.00
CR3,2025-11-16,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-11-17,9,9,5,4,19216.92,9426.74,"28,643.66",7091.00
CR3,2025-11-18,7,7,5,2,12615.08,14178.40,"26,793.48",5193.00
CR3,2025-11-19,8,8,5,3,15281.89,11156.74,"26,438.63",6292.00
CR3,2025-11-20,7,7,5,2,17706.76,8567.21,"26,273.97",5793.00
CR3,2025-11-21,6,6,4,2,12375.02,7053.77,"19,428.79",4494.00
CR3,2025-11-22,11,11,5,6,26687.87,13402.68,"40,090.55",8289.00
CR3,2025-11-23,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-11-24,11,11,7,4,18303.37,17655.86,"35,959.23",8889.00
CR3,2025-11-25,8,8,5,3,17112.15,9587.92,"26,700.07",6692.00
CR3,2025-11-26,8,8,3,5,21440.19,6935.69,"28,375.88",6192.00
CR3,2025-11-27,7,7,5,2,14645.42,9441.44,"24,086.86",5993.00
CR3,2025-11-28,10,10,7,3,17873.15,12738.30,"30,611.45",7290.00
CR3,2025-11-29,10,10,6,4,19562.54,8015.99,"27,578.53",8190.00
CR3,2025-11-30,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-12-01,8,8,6,2,20793.90,12874.24,"33,668.14",6492.00
CR3,2025-12-02,10,10,5,5,22395.53,16512.81,"38,908.34",7490.00
CR3,2025-12-03,12,12,5,7,29180.51,15630.21,"44,810.72",9588.00
CR3,2025-12-04,10,10,3,7,20403.27,9028.50,"29,431.77",7790.00
CR3,2025-12-05,10,10,8,2,14531.76,7456.20,"21,987.96",7990.00
CR3,2025-12-06,16,16,8,8,37347.89,21863.74,"59,211.63",12484.00
CR3,2025-12-07,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-12-08,5,5,4,1,10362.90,8939.51,"19,302.41",3595.00
CR3,2025-12-09,11,11,7,4,20181.10,14249.99,"34,431.09",8189.00
CR3,2025-12-10,9,9,7,2,22498.49,14269.07,"36,767.56",6891.00
CR3,2025-12-11,8,8,4,4,17875.55,7342.71,"25,218.26",5892.00
CR3,2025-12-12,10,10,6,4,18832.07,25194.07,"44,026.14",7590.00
CR3,2025-12-13,12,12,5,7,20261.42,20056.57,"40,317.99",9388.00
CR3,2025-12-14,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-12-15,15,15,6,9,37647.18,17011.69,"54,658.87",12285.00
CR3,2025-12-16,6,6,5,1,15165.96,5232.73,"20,398.69",4494.00
CR3,2025-12-17,11,11,8,3,23040.32,13524.41,"36,564.73",8389.00
CR3,2025-12-18,9,9,4,5,17634.99,13551.63,"31,186.62",7391.00
CR3,2025-12-19,10,10,9,1,8420.00,15863.16,"24,283.16",7890.00
CR3,2025-12-20,13,13,9,4,30911.33,24838.37,"55,749.70",10187.00
CR3,2025-12-21,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-12-22,6,6,5,1,13205.91,9241.53,"22,447.44",4794.00
CR3,2025-12-23,10,10,6,4,19675.79,15190.26,"34,866.05",7490.00
CR3,2025-12-24,12,12,9,3,20349.25,11398.98,"31,748.23",9188.00
CR3,2025-12-25,8,8,3,5,14825.11,14582.85,"29,407.96",6592.00
CR3,2025-12-26,11,11,7,4,23000.65,15792.46,"38,793.11",8589.00
CR3,2025-12-27,15,15,11,4,27730.40,17668.91,"45,399.31",11785.00
CR3,2025-12-28,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2025-12-29,8,8,5,3,15681.89,11061.11,"26,743.00",6292.00
CR3,2025-12-30,11,11,7,4,21175.08,12667.86,"33,842.94",8789.00
CR3,2025-12-31,9,9,7,2,17640.98,9570.15,"27,211.13",6991.00
CR3,2026-01-01,8,8,3,5,21723.68,10586.14,"32,309.82",6192.00
CR3,2026-01-02,6,6,3,3,16537.10,8212.58,"24,749.68",4694.00
CR3,2026-01-03,13,13,10,3,22625.31,13905.15,"36,530.46",10187.00
CR3,2026-01-04,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-01-05,8,8,4,4,19970.82,9496.87,"29,467.69",6392.00
CR3,2026-01-06,5,5,2,3,12526.40,3776.70,"16,303.10",3895.00
CR3,2026-01-07,9,9,6,3,18099.48,11944.51,"30,043.99",7091.00
CR3,2026-01-08,9,9,4,5,16849.87,11708.09,"28,557.96",6991.00
CR3,2026-01-09,10,10,6,4,15308.22,16300.18,"31,608.40",8190.00
CR3,2026-01-10,10,10,7,3,20883.56,16542.22,"37,425.78",7490.00
CR3,2026-01-11,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-01-12,6,6,4,2,8425.65,7779.24,"16,204.89",4394.00
CR3,2026-01-13,8,8,5,3,19721.15,9305.93,"29,027.08",5892.00
CR3,2026-01-14,10,10,4,6,25672.89,10298.70,"35,971.59",7690.00
CR3,2026-01-15,8,8,5,3,12042.07,5852.59,"17,894.66",5792.00
CR3,2026-01-16,8,8,7,1,16484.07,10773.96,"27,258.03",5992.00
CR3,2026-01-17,9,9,7,2,21770.17,13017.51,"34,787.68",6791.00
CR3,2026-01-18,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-01-19,7,7,5,2,16101.83,15351.20,"31,453.03",5393.00
CR3,2026-01-20,4,4,4,0,10844.96,3437.51,"14,282.47",3396.00
CR3,2026-01-21,10,10,6,4,14604.89,10419.89,"25,024.78",7590.00
CR3,2026-01-22,9,9,5,4,18000.42,8556.15,"26,556.57",7191.00
CR3,2026-01-23,8,8,6,2,14519.49,11615.20,"26,134.69",6192.00
CR3,2026-01-24,8,8,3,5,18060.30,10931.53,"28,991.83",5892.00
CR3,2026-01-25,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-01-26,5,5,1,4,10050.13,7234.08,"17,284.21",3795.00
CR3,2026-01-27,9,9,5,4,13963.91,12438.20,"26,402.11",6991.00
CR3,2026-01-28,2,2,1,1,4922.88,5503.66,"10,426.54",1498.00
CR3,2026-01-29,6,6,2,4,17971.05,8614.90,"26,585.95",4794.00
CR3,2026-01-30,8,8,5,3,13948.85,11413.11,"25,361.96",6292.00
CR3,2026-01-31,15,15,11,4,28541.18,18381.14,"46,922.32",11685.00
CR3,2026-02-01,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-02-02,8,8,6,2,11167.76,8633.18,"19,800.94",6492.00
CR3,2026-02-03,9,9,7,2,11343.09,10543.96,"21,887.05",7391.00
CR3,2026-02-04,6,6,4,2,12892.41,6427.25,"19,319.66",4894.00
CR3,2026-02-05,7,7,6,1,14961.36,9035.09,"23,996.45",5093.00
CR3,2026-02-06,10,10,6,4,24859.85,15452.65,"40,312.50",7990.00
CR3,2026-02-07,7,7,4,3,9580.60,11460.75,"21,041.35",5193.00
CR3,2026-02-08,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-02-09,4,4,3,1,9881.72,4448.52,"14,330.24",2996.00
CR3,2026-02-10,9,9,4,5,18806.17,7472.10,"26,278.27",7191.00
CR3,2026-02-11,5,5,4,1,6890.12,6793.70,"13,683.82",4095.00
CR3,2026-02-12,11,11,6,5,28231.69,12232.90,"40,464.59",9289.00
CR3,2026-02-13,12,12,8,4,26477.46,23858.81,"50,336.27",9588.00
CR3,2026-02-14,11,11,5,6,19769.58,16011.38,"35,780.96",8889.00
CR3,2026-02-15,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-02-16,8,8,4,4,17477.30,7923.58,"25,400.88",6092.00
CR3,2026-02-17,4,4,2,2,11401.95,7832.93,"19,234.88",3096.00
CR3,2026-02-18,6,6,4,2,12629.11,11606.86,"24,235.97",4394.00
CR3,2026-02-19,7,7,5,2,15211.20,9387.78,"24,598.98",4993.00
CR3,2026-02-20,14,14,13,1,25528.45,21927.76,"47,456.21",11086.00
CR3,2026-02-21,8,8,5,3,13250.76,10698.72,"23,949.48",6192.00
CR3,2026-02-22,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-02-23,4,4,2,2,8583.84,6575.95,"15,159.79",3096.00
CR3,2026-02-24,8,8,4,4,13809.83,11517.29,"25,327.12",5792.00
CR3,2026-02-25,8,8,5,3,15398.84,11750.05,"27,148.89",6192.00
CR3,2026-02-26,5,5,5,0,9717.57,8008.18,"17,725.75",3895.00
CR3,2026-02-27,9,9,7,2,13753.50,10044.26,"23,797.76",6991.00
CR3,2026-02-28,8,8,6,2,17846.86,12803.45,"30,650.31",6692.00
CR3,2026-03-01,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-03-02,11,11,8,3,20854.88,12185.44,"33,040.32",8589.00
CR3,2026-03-03,8,8,7,1,12770.99,9516.92,"22,287.91",6592.00
CR3,2026-03-04,9,9,8,1,15103.55,7454.41,"22,557.96",7091.00
CR3,2026-03-05,9,9,6,3,16400.01,8513.68,"24,913.69",7191.00
CR3,2026-03-06,12,12,8,4,23388.98,22199.34,"45,588.32",9388.00
CR3,2026-03-07,14,14,7,7,30647.16,13825.52,"44,472.68",10986.00
CR3,2026-03-08,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-03-09,11,11,6,5,27438.29,15853.22,"43,291.51",8289.00
CR3,2026-03-10,9,9,7,2,13806.73,13996.72,"27,803.45",6891.00
CR3,2026-03-11,9,9,5,4,18000.63,10609.61,"28,610.24",6791.00
CR3,2026-03-12,8,8,4,4,18379.66,7235.42,"25,615.08",6092.00
CR3,2026-03-13,9,9,5,4,13326.95,10387.77,"23,714.72",6791.00
CR3,2026-03-14,13,13,9,4,24023.13,17907.97,"41,931.10",10387.00
CR3,2026-03-15,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-03-16,9,9,5,4,21252.75,12972.05,"34,224.80",6791.00
CR3,2026-03-17,11,11,7,4,23656.63,18099.15,"41,755.78",9089.00
CR3,2026-03-18,8,8,3,5,18192.21,7599.66,"25,791.87",6192.00
CR3,2026-03-19,5,5,4,1,9494.88,7339.36,"16,834.24",3795.00
CR3,2026-03-20,8,8,7,1,11789.82,5631.53,"17,421.35",6392.00
CR3,2026-03-21,14,14,7,7,30116.27,21161.60,"51,277.87",10786.00
CR3,2026-03-22,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-03-23,10,10,10,0,20327.49,17176.90,"37,504.39",7290.00
CR3,2026-03-24,11,11,7,4,26343.98,16074.70,"42,418.68",8789.00
CR3,2026-03-25,8,8,4,4,19219.66,10594.19,"29,813.85",6292.00
CR3,2026-03-26,7,7,5,2,11601.32,13568.88,"25,170.20",5093.00
CR3,2026-03-27,11,11,8,3,20269.75,14716.21,"34,985.96",7889.00
CR3,2026-03-28,15,15,12,3,24604.95,23549.33,"48,154.28",11085.00
CR3,2026-03-29,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-03-30,7,7,6,1,13439.88,12275.54,"25,715.42",5593.00
CR3,2026-03-31,10,10,9,1,19898.26,13241.85,"33,140.11",7490.00
CR3,2026-04-01,7,7,3,4,13877.79,6333.15,"20,210.94",5093.00
CR3,2026-04-02,6,6,4,2,5975.82,7697.87,"13,673.69",4394.00
CR3,2026-04-03,6,6,5,1,6832.66,7415.84,"14,248.50",4994.00
CR3,2026-04-04,14,14,10,4,36719.08,19794.93,"56,514.01",10686.00
CR3,2026-04-05,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-04-06,6,6,3,3,11284.37,9644.05,"20,928.42",4894.00
CR3,2026-04-07,4,4,1,3,10126.18,3619.11,"13,745.29",3096.00
CR3,2026-04-08,9,9,4,5,18074.82,12864.10,"30,938.92",6991.00
CR3,2026-04-09,7,7,5,2,13461.72,8931.80,"22,393.52",5493.00
CR3,2026-04-10,9,9,6,3,18156.44,11922.10,"30,078.54",6591.00
CR3,2026-04-11,11,11,7,4,19359.93,10404.39,"29,764.32",8589.00
CR3,2026-04-12,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-04-13,8,8,3,5,19475.48,11585.04,"31,060.52",6092.00
CR3,2026-04-14,7,7,5,2,14644.26,5302.59,"19,946.85",5793.00
CR3,2026-04-15,5,5,3,2,10075.72,6368.06,"16,443.78",3995.00
CR3,2026-04-16,10,10,5,5,18331.35,14842.31,"33,173.66",7690.00
CR3,2026-04-17,10,10,5,5,24957.40,18909.76,"43,867.16",7690.00
CR3,2026-04-18,14,14,6,8,38133.81,20460.83,"58,594.64",11186.00
CR3,2026-04-19,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-04-20,7,7,6,1,19787.64,6091.15,"25,878.79",5293.00
CR3,2026-04-21,6,6,6,0,6981.44,10148.36,"17,129.80",4394.00
CR3,2026-04-22,6,6,4,2,9041.12,9758.58,"18,799.70",4394.00
CR3,2026-04-23,10,10,6,4,25410.44,17240.38,"42,650.82",8090.00
CR3,2026-04-24,7,7,5,2,14183.07,9397.70,"23,580.77",5593.00
CR3,2026-04-25,10,10,6,4,22309.37,21509.81,"43,819.18",7690.00
CR3,2026-04-26,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-04-27,11,11,7,4,21640.41,18396.76,"40,037.17",8189.00
CR3,2026-04-28,13,13,10,3,21635.57,21011.53,"42,647.10",9887.00
CR3,2026-04-29,7,7,2,5,19121.91,8469.01,"27,590.92",5393.00
CR3,2026-04-30,8,8,6,2,16365.47,10066.61,"26,432.08",6292.00
CR3,2026-05-01,12,12,10,2,16858.78,20321.68,"37,180.46",9288.00
CR3,2026-05-02,12,12,7,5,25831.76,17933.83,"43,765.59",9588.00
CR3,2026-05-03,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-05-04,12,12,7,5,32847.12,11198.53,"44,045.65",9888.00
CR3,2026-05-05,10,10,4,6,21568.73,12638.12,"34,206.85",7690.00
CR3,2026-05-06,12,12,6,6,28912.06,11518.72,"40,430.78",8988.00
CR3,2026-05-07,12,12,5,7,24196.05,15719.24,"39,915.29",9088.00
CR3,2026-05-08,8,8,8,0,14172.79,11001.47,"25,174.26",6392.00
CR3,2026-05-09,13,13,7,6,22965.78,20021.48,"42,987.26",9787.00
CR3,2026-05-10,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-05-11,6,6,5,1,11423.61,9135.60,"20,559.21",4794.00
CR3,2026-05-12,9,9,3,6,20504.18,11293.72,"31,797.90",6991.00
CR3,2026-05-13,7,7,6,1,8087.00,12157.40,"20,244.40",5493.00
CR3,2026-05-14,10,10,7,3,21633.31,12750.50,"34,383.81",7890.00
CR3,2026-05-15,13,13,8,5,22005.72,18758.02,"40,763.74",10187.00
CR3,2026-05-16,16,16,5,11,37162.47,19006.49,"56,168.96",12384.00
CR3,2026-05-17,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-05-18,10,10,6,4,20552.04,12642.39,"33,194.43",7790.00
CR3,2026-05-19,9,9,4,5,21956.84,12594.89,"34,551.73",7191.00
CR3,2026-05-20,9,9,5,4,21544.69,6771.44,"28,316.13",6991.00
CR3,2026-05-21,8,8,5,3,18169.45,11965.95,"30,135.40",6192.00
CR3,2026-05-22,6,6,3,3,12825.14,12238.82,"25,063.96",4694.00
CR3,2026-05-23,12,12,8,4,20229.04,16590.56,"36,819.60",9488.00
CR3,2026-05-24,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-05-25,9,9,6,3,20214.51,8170.51,"28,385.02",6691.00
CR3,2026-05-26,10,10,6,4,19014.65,16526.88,"35,541.53",7590.00
CR3,2026-05-27,10,10,8,2,21972.08,13526.26,"35,498.34",7690.00
CR3,2026-05-28,9,9,5,4,15734.82,11910.90,"27,645.72",6891.00
CR3,2026-05-29,13,13,10,3,27155.86,9324.87,"36,480.73",9687.00
CR3,2026-05-30,12,12,8,4,31664.74,14855.58,"46,520.32",9588.00
CR3,2026-05-31,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-06-01,8,8,6,2,14415.95,11226.91,"25,642.86",5792.00
CR3,2026-06-02,8,8,4,4,16393.31,10308.46,"26,701.77",6292.00
CR3,2026-06-03,6,6,3,3,12544.72,6578.84,"19,123.56",4394.00
CR3,2026-06-04,8,8,5,3,19502.26,11740.26,"31,242.52",6192.00
CR3,2026-06-05,12,12,8,4,23670.95,18277.01,"41,947.96",9088.00
CR3,2026-06-06,13,13,9,4,28498.30,18273.65,"46,771.95",10087.00
CR3,2026-06-07,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-06-08,10,10,7,3,16976.41,14214.17,"31,190.58",7590.00
CR3,2026-06-09,7,7,4,3,10587.80,6706.67,"17,294.47",5693.00
CR3,2026-06-10,5,5,4,1,10287.14,10059.75,"20,346.89",3995.00
CR3,2026-06-11,5,5,2,3,11203.97,7186.56,"18,390.53",3695.00
CR3,2026-06-12,11,11,6,5,27028.91,14631.72,"41,660.63",8489.00
CR3,2026-06-13,9,9,5,4,20245.42,16386.78,"36,632.20",6791.00
CR3,2026-06-14,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-06-15,10,10,5,5,21234.48,14439.67,"35,674.15",7590.00
CR3,2026-06-16,11,11,6,5,23835.13,11242.57,"35,077.70",7989.00
CR3,2026-06-17,8,8,5,3,15809.66,11672.56,"27,482.22",5692.00
CR3,2026-06-18,7,7,6,1,17056.76,8886.03,"25,942.79",5393.00
CR3,2026-06-19,12,12,6,6,24120.56,13734.41,"37,854.97",8788.00
CR3,2026-06-20,15,15,6,9,37496.96,21974.94,"59,471.90",12085.00
CR3,2026-06-21,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-06-22,8,8,4,4,13584.74,8908.75,"22,493.49",6492.00
CR3,2026-06-23,8,8,4,4,10494.33,14533.15,"25,027.48",6192.00
CR3,2026-06-24,9,9,6,3,12988.52,12011.53,"25,000.05",6691.00
CR3,2026-06-25,10,10,9,1,19866.22,13323.49,"33,189.71",7890.00
CR3,2026-06-26,12,12,8,4,24610.10,16543.13,"41,153.23",9088.00
CR3,2026-06-27,14,14,9,5,32125.00,16935.52,"49,060.52",10786.00
CR3,2026-06-28,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-06-29,9,9,4,5,16759.65,11078.16,"27,837.81",6791.00
CR3,2026-06-30,6,6,5,1,11629.15,10511.77,"22,140.92",4794.00
CR3,2026-07-01,8,8,5,3,15276.93,9205.96,"24,482.89",5992.00
